street_id,road_name,road_type,locality_name
4362,BEACH,ROAD,MORDIALLOC
4363,BEACH,ROAD,PARKDALE
4364,BEACH,ROAD,SANDRINGHAM
4365,BEACH,ROAD,SHOREHAM
4366,BEACH,ROAD,WERRIBEE SOUTH
4367,BEACH,STREET,BALNARRING BEACH
4368,BEACH,STREET,DROMANA
4369,BEACH,STREET,FRANKSTON
4370,BEACH,STREET,PORT MELBOURNE
4371,BEACH,STREET,SEAHOLME
4372,BEACH HILL,AVENUE,SOMERS
4373,BEACHCOMBER,COURT,PATTERSON LAKES
4374,BEACHCOMBER,PLACE,POINT COOK
4375,BEACHCOMBER,WAY,HASTINGS
4376,BEACHLEY,STREET,BRAYBROOK
4377,BEACHURST,AVENUE,DROMANA
4378,BEACHWOOD,CLOSE,CHELTENHAM
4379,BEACON,AVENUE,POINT COOK
4380,BEACON,COURT,TEMPLESTOWE LOWER
4381,BEACON,DRIVE,LANGWARRIN
4382,BEACON,LANE,CAROLINE SPRINGS
4383,BEACON,RISE,MCCRAE
4384,BEACON,ROAD,PORT MELBOURNE
4385,BEACON,STREET,GLEN WAVERLEY
4386,BEACON,STREET,PARKDALE
4387,BEACON,STREET,VERMONT SOUTH
4388,BEACON,VISTA,PORT MELBOURNE
4389,BEACON HILLS,CRESCENT,CRAIGIEBURN
4390,BEACONHILL,DRIVE,BEACONSFIELD
4391,BEACONSFIELD,AVENUE,BEACONSFIELD
4392,BEACONSFIELD,AVENUE,FRANKSTON
4393,BEACONSFIELD,COURT,SOMERVILLE
4394,BEACONSFIELD,DRIVE,MICKLEHAM
4395,BEACONSFIELD,PARADE,ALBERT PARK
4396,BEACONSFIELD,PARADE,MIDDLE PARK
4397,BEACONSFIELD,PARADE,NORTHCOTE
4398,BEACONSFIELD,PARADE,PORT MELBOURNE
4399,BEACONSFIELD,PARADE,ST KILDA
4400,BEACONSFIELD,PARADE,ST KILDA WEST
4401,BEACONSFIELD,ROAD,BRIAR HILL
4402,BEACONSFIELD,ROAD,HAWTHORN EAST
4403,BEACONSFIELD,STREET,DONCASTER
4404,BEACONSFIELD-EMERALD,ROAD,BEACONSFIELD
4405,BEACONSFIELD-EMERALD,ROAD,BEACONSFIELD UPPER
4406,BEACONSFIELD-EMERALD,ROAD,EMERALD
4407,BEAL,PLACE,HOPPERS CROSSING
4408,BEAL,PLACE,MORNINGTON
4409,BEAL,STREET,MOUNT WAVERLEY
4410,BEALE,COURT,TEMPLESTOWE
4411,BEALE,PLACE,SUNSHINE NORTH
4412,BEALES,ROAD,GREENSBOROUGH
4413,BEALES,ROAD,ST HELENA
4414,BEALIBA,ROAD,CAULFIELD SOUTH
4415,BEAMISH,COURT,ALTONA MEADOWS
4416,BEAMISH,STREET,WERRIBEE
4417,BEAMSLEY,STREET,MALVERN
4418,BEAN,COURT,KEILOR DOWNS
4419,BEAN,COURT,MILL PARK
4420,BEAR,GROVE,WOLLERT
4421,BEAR,STREET,MORDIALLOC
4422,BEAR,STREET,TARNEIT
4423,BEARD,COURT,HEATHMONT
4424,BEARD,STREET,ELTHAM
4425,BEARDMORE,LANE,SUNSHINE NORTH
4426,BEARDSWORTH,AVENUE,CHELSEA
4427,BEARING,STREET,DONNYBROOK
4428,BEASLEY,AVENUE,WERRIBEE
4429,BEATRICE,AVENUE,ABERFELDIE
4430,BEATRICE,AVENUE,CHADSTONE
4431,BEATRICE,AVENUE,HEIDELBERG WEST
4432,BEATRICE,AVENUE,SURREY HILLS
4433,BEATRICE,COURT,BLACKBURN
4434,BEATRICE,PLACE,FERNTREE GULLY
4435,BEATRICE,STREET,CHELTENHAM
4436,BEATRICE,STREET,GLEN IRIS
4437,BEATRICE,STREET,KEW
4438,BEATRICE,STREET,KILSYTH
4439,BEATRICE,STREET,NOBLE PARK
4440,BEATRICE,STREET,PRESTON
4441,BEATRICE,STREET,YARRAVILLE
4442,BEATRIX,STREET,GREENSBOROUGH
4443,BEATTIE,COURT,WOLLERT
4444,BEATTIE,STREET,MONTMORENCY
4445,BEATTY,AVENUE,ARMADALE
4446,BEATTY,AVENUE,BITTERN
4447,BEATTY,AVENUE,GLENROY
4448,BEATTY,CRESCENT,ASHBURTON
4449,BEATTY,CRESCENT,ORMOND
4450,BEATTY,PARADE,COCKATOO
4451,BEATTY,PARADE,MORNINGTON
4452,BEATTY,STREET,IVANHOE
4453,BEATTY,STREET,MONT ALBERT
4454,BEATTY,STREET,RESERVOIR
4455,BEATTYS,ROAD,FRASER RISE
4456,BEAU VISTA,DRIVE,CRAIGIEBURN
4457,BEAU VORNO,AVENUE,KEYSBOROUGH
4458,BEAUCHAMP,STREET,PRESTON
4459,BEAUFORD,AVENUE,NARRE WARREN SOUTH
4460,BEAUFORD,ROAD,RED HILL SOUTH
4461,BEAUFORD,STREET,HUNTINGDALE
4462,BEAUFORT,COURT,ASHBURTON
4463,BEAUFORT,RISE,WARRANDYTE
4464,BEAUFORT,ROAD,CROYDON
4465,BEAUFORT,STREET,MITCHAM
4466,BEAUFORT,STREET,MOUNT WAVERLEY
4467,BEAUFORT,STREET,POINT COOK
4468,BEAUFORT,STREET,PRESTON
4469,BEAULIEU,AVENUE,LILYDALE
4470,BEAULIEU,ROAD,RED HILL
4471,BEAUMARIS,PARADE,HIGHETT
4472,BEAUMARIS,WAY,POINT COOK
4473,BEAUMONDE,STREET,COBURG
4474,BEAUMONT,COURT,MONTROSE
4475,BEAUMONT,COURT,PAKENHAM
4476,BEAUMONT,COURT,SYDENHAM
4477,BEAUMONT,CRESCENT,FRANKSTON
4478,BEAUMONT,CRESCENT,LALOR
4479,BEAUMONT,DRIVE,CHIRNSIDE PARK
4480,BEAUMONT,DRIVE,POINT COOK
4481,BEAUMONT,PARADE,WEST FOOTSCRAY
4482,BEAUMONT,PLACE,WHEELERS HILL
4483,BEAUMONT,ROAD,BERWICK
4484,BEAUMONT,STREET,CANTERBURY
4485,BEAUMONT,STREET,SANDRINGHAM
4486,BEAUMONT,STREET,VERMONT
4487,BEAUMONT,STREET,WATSONIA
4488,BEAUMONT VIEW,LANE,BERWICK
4489,BEAUNA VISTA,DRIVE,RYE
4490,BEAUTEX,COURT,ASPENDALE GARDENS
4491,BEAUTY GULLY,ROAD,WARRANDYTE
4492,BEAUVIEW,PARADE,IVANHOE EAST
4493,BEAUVILLE,AVENUE,MURRUMBEENA
4494,BEAVEN,AVENUE,MALVERN
4495,BEAVER,COURT,WHEELERS HILL
4496,BEAVER,STREET,ABERFELDIE
4497,BEAVER,STREET,BOX HILL SOUTH
4498,BEAVER,STREET,MALVERN EAST
4499,BEAVER,STREET,ST ALBANS
4500,BEAVER,TERRACE,LYNBROOK
4501,BEAVERS,ROAD,NORTHCOTE
4502,BEAVERS,STREET,MICKLEHAM
4503,BEAVIS,COURT,BERWICK
4504,BEAVIS,COURT,TEMPLESTOWE
4505,BEAVIS,STREET,ELSTERNWICK
4506,BEBINGTON,CLOSE,RINGWOOD
4507,BEBS,COURT,TEMPLESTOWE
4508,BECARD,WAY,TARNEIT
4509,BECCHI,PLACE,CHADSTONE
4510,BECCIA,AVENUE,EPPING
4511,BECCIE,COURT,FERNTREE GULLY
4512,BECCLES,COURT,ST ALBANS
4513,BECCLES,STREET,FAWKNER
4514,BECK,COURT,NOBLE PARK
4515,BECK,STREET,KEILOR PARK
4516,BECKBURY,COURT,LYSTERFIELD
4517,BECKENHAM,DRIVE,FERNTREE GULLY
4518,BECKENHAM,PLACE,LANGWARRIN
4519,BECKER,CLOSE,MELTON WEST
4520,BECKET,AVENUE,BENTLEIGH EAST
4521,BECKET,STREET,GLENROY
4522,BECKET,STREET,RYE
4523,BECKETT,AVENUE,KEILOR EAST
4524,BECKETT,COURT,LOWER PLENTY
4525,BECKETT,CRESCENT,CAROLINE SPRINGS
4526,BECKETT,ROAD,DONVALE
4527,BECKETT,STREET,BALWYN
4528,BECKETT,STREET,CHADSTONE
4529,BECKFORD,CLOSE,HOPPERS CROSSING
4530,BECKINGTON,CRESCENT,HAMPTON PARK
4531,BECKINGTON,PLACE,CRAIGIEBURN
4532,BECKLEY,STREET,COBURG
4533,BECKWITH,COURT,TAYLORS LAKES
4534,BECKWITH,GROVE,SEAFORD
4535,BECKWITH,STREET,COBURG
4536,BECKWORTH,BOULEVARD,TARNEIT
4537,BECON,COURT,HALLAM
4538,BECROFT,MEWS,WILLIAMSTOWN
4539,BEDDOE,AVENUE,BENTLEIGH EAST
4540,BEDDOE,AVENUE,BRIGHTON EAST
4541,BEDDOE,AVENUE,CLAYTON
4542,BEDDOE,ROAD,VERMONT
4543,BEDDOE,STREET,RESEARCH
4544,BEDDOWS,STREET,BURWOOD
4545,BEDE,AVENUE,COLDSTREAM
4546,BEDE,COURT,GLADSTONE PARK
4547,BEDERVALE,DRIVE,TEMPLESTOWE
4548,BEDERVALE,LOOP,DOREEN
4549,BEDFORD,AVENUE,SURREY HILLS
4550,BEDFORD,COURT,ENDEAVOUR HILLS
4551,BEDFORD,COURT,HEATHMONT
4552,BEDFORD,COURT,HEIDELBERG
4553,BEDFORD,COURT,HOPPERS CROSSING
4554,BEDFORD,COURT,TEMPLESTOWE LOWER
4555,BEDFORD,PLACE,MORNINGTON
4556,BEDFORD,ROAD,HEATHMONT
4557,BEDFORD,ROAD,RINGWOOD
4558,BEDFORD,ROAD,RINGWOOD EAST
4559,BEDFORD,STREET,AIRPORT WEST
4560,BEDFORD,STREET,BOX HILL
4561,BEDFORD,STREET,COLLINGWOOD
4562,BEDFORD,STREET,DIGGERS REST
4563,BEDFORD,STREET,HADFIELD
4564,BEDFORD,STREET,MILLGROVE
4565,BEDFORD,STREET,NORTH MELBOURNE
4566,BEDFORD,STREET,RESERVOIR
4567,BEDFORD,WAY,MICKLEHAM
4568,BEDGEBURY,STREET,MICKLEHAM
4569,BEDINGHAM,DRIVE,HILLSIDE (GREATER MELBOURNE)
4570,BEDSER,STREET,SUNSHINE NORTH
4571,BEDWELL,COURT,ENDEAVOUR HILLS
4572,BEDWELL,STREET,RESERVOIR
4573,BEE,COURT,CRAIGIEBURN
4574,BEE TENG,COURT,ASPENDALE GARDENS
4575,BEECH,COURT,BORONIA
4576,BEECH,COURT,CAMPBELLFIELD
4577,BEECH,COURT,GREENSBOROUGH
4578,BEECH,COURT,SUNSHINE WEST
4579,BEECH,PLACE,HALLAM
4580,BEECH,STREET,CAMBERWELL
4581,BEECH,STREET,CAULFIELD SOUTH
4582,BEECH,STREET,KILSYTH
4583,BEECH,STREET,LANGWARRIN
4584,BEECH,STREET,MALVERN EAST
4585,BEECH,STREET,NUNAWADING
4586,BEECH,STREET,SURREY HILLS
4587,BEECH,STREET,THOMASTOWN
4588,BEECH,STREET,WHITTLESEA
4589,BEECHER,STREET,PRESTON
4590,BEECHVILLE,PLACE,CRAIGIEBURN
4591,BEECHWOOD,CLOSE,DONCASTER EAST
4592,BEECHWOOD,DRIVE,LYNDHURST
4593,BEECHWOOD,GROVE,BURNSIDE HEIGHTS
4594,BEECHWOOD,PARADE,POINT COOK
4595,BEECHWOOD,TERRACE,ASHWOOD
4596,BEECROFT,CRESCENT,TEMPLESTOWE
4597,BEECROFT,DRIVE,WESTMEADOWS
4598,BEELA,COURT,SUNSHINE WEST
4599,BEENA,AVENUE,CARNEGIE
4600,BEENA,COURT,GLEN WAVERLEY
4601,BEENAK,AVENUE,BRIGHTON EAST
4602,BEENAK,COURT,DONCASTER EAST
4603,BEENAK,COURT,FOREST HILL
4604,BEENAK,ROAD,SEVILLE
4605,BEENAK,ROAD,SEVILLE EAST
4606,BEENAK,ROAD,WANDIN NORTH
4607,BEENAK,STREET,RESERVOIR
4608,BEENAK EAST,ROAD,GEMBROOK
4609,BEERS,COURT,ST ALBANS
4610,BEESLEY,PLACE,GLADSTONE PARK
4611,BEETHAM,PARADE,ROSANNA
4612,BEETHOVEN,COURT,BUNDOORA
4613,BEETHOVEN,COURT,MOUNT MARTHA
4614,BEETHOVEN,DRIVE,NARRE WARREN SOUTH
4615,BEEVERS,STREET,ALTONA NORTH
4616,BEEVERS,STREET,FOOTSCRAY
4617,BEEWAR,STREET,GREENSBOROUGH
4618,BEEWAR,STREET,MICKLEHAM
4619,BEGA,COURT,ASPENDALE
4620,BEGA,COURT,GLADSTONE PARK
4621,BEGA,COURT,MULGRAVE
4622,BEGA,COURT,RINGWOOD
4623,BEGA,STREET,CHADSTONE
4624,BEGG,AVENUE,TRUGANINA
4625,BEGG,STREET,BENTLEIGH EAST
4626,BEGGS,PLACE,ROWVILLE
4627,BEGONIA,AVENUE,ALTONA NORTH
4628,BEGONIA,AVENUE,BAYSWATER
4629,BEGONIA,COURT,BLACKBURN NORTH
4630,BEGONIA,COURT,ENDEAVOUR HILLS
4631,BEGONIA,COURT,LALOR
4632,BEGONIA,ROAD,GARDENVALE
4633,BEGONIA,STREET,BOX HILL SOUTH
4634,BEGONIA,WAY,NARRE WARREN SOUTH
4635,BEILBY,CLOSE,UPPER FERNTREE GULLY
4636,BEILBY,STREET,BAYSWATER
4637,BEILBY,STREET,MOORABBIN
4638,BEISSEL,STREET,RICHMOND
4639,BEITH,STREET,BRUNSWICK
4640,BELAH,AVENUE,ALTONA
4641,BELAH,PLACE,ENDEAVOUR HILLS
4642,BELAH,STREET,THOMASTOWN
4643,BELAIR,AVENUE,GLENROY
4644,BELAIR,CLOSE,CRAIGIEBURN
4645,BELAIR,CLOSE,SEVILLE
4646,BELAIR,COURT,BUNDOORA
4647,BELAIR,COURT,CAROLINE SPRINGS
4648,BELAIR,COURT,TAYLORS LAKES
4649,BELAIR,COURT,WYNDHAM VALE
4650,BELANDRA,DRIVE,WHEELERS HILL
4651,BELAR,AVENUE,FRANKSTON
4652,BELAR,COURT,FERNTREE GULLY
4653,BELAR,COURT,MEADOW HEIGHTS
4654,BELAR,ROAD,TOOTGAROOK
4655,BELBIN,COURT,MILL PARK
4656,BELBROOK,ROAD,UPWEY
4657,BELCHESTER,AVENUE,COLDSTREAM
4658,BELDALE,AVENUE,WERRIBEE
4659,BELDALE,COURT,BERWICK
4660,BELDI,STREET,WOLLERT
4661,BELEURA,AVENUE,VERMONT
4662,BELEURA,COURT,TAYLORS LAKES
4663,BELEURA,COURT,WANTIRNA
4664,BELEURA,GROVE,CLAYTON
4665,BELEURA,GROVE,LOWER PLENTY
4666,BELEURA,WAY,SEABROOK
4667,BELEURA HILL,ROAD,MORNINGTON
4668,BELFAST,ROAD,BRUNSWICK
4669,BELFAST,ROAD,MONTROSE
4670,BELFAST,STREET,BROADMEADOWS
4671,BELFORD,AVENUE,KEW EAST
4672,BELFORD,COURT,KEILOR
4673,BELFORD,ROAD,KEW EAST
4674,BELFORD,STREET,ST KILDA
4675,BELFORT,STREET,DANDENONG
4676,BELFORT,STREET,ST ALBANS
4677,BELFRAYDEN,COURT,MOUNT WAVERLEY
4678,BELFRY,PLACE,CRAIGIEBURN
4679,BELGIUM,AVENUE,RICHMOND
4680,BELGRAVE,AVENUE,BELGRAVE
4681,BELGRAVE,AVENUE,COCKATOO
4682,BELGRAVE,CLOSE,OAKLEIGH SOUTH
4683,BELGRAVE,PLACE,CARRUM DOWNS
4684,BELGRAVE,ROAD,MALVERN EAST
4685,BELGRAVE,STREET,ALBANVALE
4686,BELGRAVE,STREET,COBURG
4687,BELGRAVE,STREET,HAWTHORN
4688,BELGRAVE-FERNY CREEK,ROAD,TECOMA
4689,BELGRAVE-GEMBROOK,ROAD,AVONSLEIGH
4690,BELGRAVE-GEMBROOK,ROAD,BELGRAVE
4691,BELGRAVE-GEMBROOK,ROAD,CLEMATIS
4692,BELGRAVE-GEMBROOK,ROAD,COCKATOO
4693,BELGRAVE-GEMBROOK,ROAD,EMERALD
4694,BELGRAVE-GEMBROOK,ROAD,GEMBROOK
4695,BELGRAVE-GEMBROOK,ROAD,SELBY
4696,BELGRAVE-HALLAM,ROAD,BELGRAVE
4697,BELGRAVE-HALLAM,ROAD,HALLAM
4698,BELGRAVE-HALLAM,ROAD,LYSTERFIELD
4699,BELGRAVE-HALLAM,ROAD,NARRE WARREN NORTH
4700,BELGRAVIA,AVENUE,MONT ALBERT NORTH
4701,BELGRAVIA,STREET,RICHMOND
4702,BELGROVE,AVENUE,BALWYN
4703,BELGROVE,STREET,PRESTON
4704,BELINDA,AVENUE,RESEARCH
4705,BELINDA,CLOSE,KILSYTH
4706,BELINDA,CLOSE,KURUNJANG
4707,BELINDA,COURT,BENTLEIGH EAST
4708,BELINDA,COURT,DANDENONG NORTH
4709,BELINDA,COURT,SOUTH MORANG
4710,BELINDA,COURT,SPRINGVALE SOUTH
4711,BELINDA,CRESCENT,DONCASTER EAST
4712,BELINDA,CRESCENT,WHEELERS HILL
4713,BELINDA,STREET,RYE
4714,BELINDAVALE,DRIVE,KNOXFIELD
4715,BELL,AVENUE,ALTONA
4716,BELL,COURT,BAYSWATER
4717,BELL,COURT,KEILOR DOWNS
4718,BELL,COURT,MELTON
4719,BELL,COURT,SUNBURY
4720,BELL,GROVE,BRAESIDE
4721,BELL,STREET,ARMADALE
4722,BELL,STREET,BELLFIELD (GREATER MELBOURNE)
4723,BELL,STREET,BLACKBURN
4724,BELL,STREET,BLAIRGOWRIE
4725,BELL,STREET,BOX HILL NORTH
4726,BELL,STREET,COBURG
4727,BELL,STREET,COCKATOO
4728,BELL,STREET,ELTHAM
4729,BELL,STREET,FITZROY
4730,BELL,STREET,FRANKSTON
4731,BELL,STREET,GLEN IRIS
4732,BELL,STREET,HAWTHORN
4733,BELL,STREET,HEIDELBERG HEIGHTS
4734,BELL,STREET,HEIDELBERG WEST
4735,BELL,STREET,IVANHOE
4736,BELL,STREET,MONTROSE
4737,BELL,STREET,PASCOE VALE SOUTH
4738,BELL,STREET,PRESTON
4739,BELL,STREET,RICHMOND
4740,BELL,STREET,RIPPONLEA
4741,BELL,STREET,SEDDON
4742,BELL,STREET,SEVILLE
4743,BELL,STREET,SUNSHINE WEST
4744,BELL,STREET,YARRA GLEN
4745,BELL BIRD,DRIVE,BAYSWATER NORTH
4746,BELL VIEW,COURT,SPRINGVALE SOUTH
4747,BELLA,COURT,DONCASTER EAST
4748,BELLA,COURT,ST ALBANS
4749,BELLA,COURT,THOMASTOWN
4750,BELLA,COURT,WHEELERS HILL
4751,BELLA,CRESCENT,HALLAM
4752,BELLA,STREET,PRAHRAN
4753,BELLA VISTA,CLOSE,MACLEOD
4754,BELLA VISTA,CRESCENT,HEALESVILLE
4755,BELLA VISTA,DRIVE,TOOTGAROOK
4756,BELLA VISTA,MEWS,ROSEBUD
4757,BELLA VISTA,ROAD,CAULFIELD NORTH
4758,BELLA VISTA,ROAD,GLEN IRIS
4759,BELLA VISTA,WAY,LILYDALE
4760,BELLAIR,STREET,KENSINGTON
4761,BELLAIRE,COURT,BEAUMARIS
4762,BELLAIRE,COURT,TOORAK
4763,BELLAIRS,AVENUE,SEDDON
4764,BELLAIRS,AVENUE,YARRAVILLE
4765,BELLARA,CRESCENT,KEALBA
4766,BELLARA,DRIVE,CROYDON
4767,BELLARA,DRIVE,MOOROOLBARK
4768,BELLARA,STREET,DONCASTER
4769,BELLARA,STREET,VERMONT
4770,BELLARA,WAY,WHEELERS HILL
4771,BELLARINE,AVENUE,KEILOR EAST
4772,BELLARINE,COURT,KEYSBOROUGH
4773,BELLARINE,DRIVE,CRANBOURNE
4774,BELLARINE,DRIVE,LALOR
4775,BELLARINE,STREET,PRESTON
4776,BELLAVISTA,COURT,SPRINGVALE SOUTH
4777,BELLAVISTA,CRESCENT,CLAYTON SOUTH
4778,BELLAVISTA,CRESCENT,FRASER RISE
4779,BELLAVISTA,DRIVE,AVONDALE HEIGHTS
4780,BELLAVISTA,DRIVE,TYABB
4781,BELLAVISTA,PLACE,RINGWOOD NORTH
4782,BELLBANGRA,AVENUE,ROSEBUD
4783,BELLBIRD,AVENUE,HARKAWAY
4784,BELLBIRD,AVENUE,LAUNCHING PLACE
4785,BELLBIRD,AVENUE,TAYLORS LAKES
4786,BELLBIRD,COURT,HEATHMONT
4787,BELLBIRD,COURT,LANGWARRIN
4788,BELLBIRD,COURT,RINGWOOD
4789,BELLBIRD,COURT,SPRINGVALE SOUTH
4790,BELLBIRD,COURT,WERRIBEE
4791,BELLBIRD,CRESCENT,COCKATOO
4792,BELLBIRD,CRESCENT,EMERALD
4793,BELLBIRD,CRESCENT,VERMONT
4794,BELLBIRD,DRIVE,LILYDALE
4795,BELLBIRD,DRIVE,WANTIRNA
4796,BELLBIRD,DRIVE,WHITTLESEA
4797,BELLBIRD,LANE,HASTINGS
4798,BELLBIRD,PLACE,LYSTERFIELD SOUTH
4799,BELLBIRD,PLACE,WANDIN NORTH
4800,BELLBIRD,PLACE,WARRANDYTE
4801,BELLBIRD,ROAD,DIAMOND CREEK
4802,BELLBIRD,ROAD,MOUNT ELIZA
4803,BELLBIRD,STREET,BELGRAVE
4804,BELLBIRD,STREET,OFFICER SOUTH
4805,BELLBRAE,COURT,MEADOW HEIGHTS
4806,BELLBRAE,CRESCENT,CRANBOURNE WEST
4807,BELLBRIDGE,DRIVE,HOPPERS CROSSING
4808,BELLBROOK,COURT,CLAYTON SOUTH
4809,BELLBROOK,COURT,FRANKSTON SOUTH
4810,BELLBROOK,DRIVE,DANDENONG NORTH
4811,BELLE,AVENUE,BRIGHTON
4812,BELLE,CRESCENT,MORDIALLOC
4813,BELLE VUE,,LILYDALE
4814,BELLE VUE,AVENUE,RINGWOOD
4815,BELLE VUE,DRIVE,KEILOR DOWNS
4816,BELLE VUE,PLACE,CARLTON
4817,BELLE VUE,ROAD,BALWYN NORTH
4818,BELLERINE,COURT,MULGRAVE
4819,BELLERIVE,AVENUE,MOUNT WAVERLEY
4820,BELLETT,STREET,CAMBERWELL
4821,BELLEVIEW,DRIVE,SUNBURY
4822,BELLEVILLE,CLOSE,BURNSIDE HEIGHTS
4823,BELLEVUE,AVENUE,BURWOOD EAST
4824,BELLEVUE,AVENUE,DONCASTER EAST
4825,BELLEVUE,AVENUE,DONVALE
4826,BELLEVUE,AVENUE,MALVERN EAST
4827,BELLEVUE,AVENUE,ROSANNA
4828,BELLEVUE,BOULEVARD,HILLSIDE (GREATER MELBOURNE)
4829,BELLEVUE,BOULEVARD,SOUTH MORANG
4830,BELLEVUE,COURT,BORONIA
4831,BELLEVUE,COURT,MARIBYRNONG
4832,BELLEVUE,COURT,MILL PARK
4833,BELLEVUE,COURT,MULGRAVE
4834,BELLEVUE,CRESCENT,MOUNT ELIZA
4835,BELLEVUE,CRESCENT,PRESTON
4836,BELLEVUE,CRESCENT,SEAFORD
4837,BELLEVUE,DRIVE,BERWICK
4838,BELLEVUE,DRIVE,KEILOR DOWNS
4839,BELLEVUE,ROAD,BENTLEIGH EAST
4840,BELLEVUE,ROAD,CHELTENHAM
4841,BELLEVUE,ROAD,DROMANA
4842,BELLEVUE,ROAD,ELTHAM
4843,BELLEVUE,STREET,COBURG
4844,BELLEVUE,STREET,RICHMOND
4845,BELLEVUE,TERRACE,PASCOE VALE
4846,BELLFIELD,AVENUE,CAROLINE SPRINGS
4847,BELLFIELD,DRIVE,CRAIGIEBURN
4848,BELLFIELD,DRIVE,LYSTERFIELD
4849,BELLIN,STREET,LAVERTON
4850,BELLINGER,CRESCENT,WYNDHAM VALE
4851,BELLINGHAM,ROAD,ARTHURS SEAT
4852,BELLINI,AVENUE,WHEELERS HILL
4853,BELLMAN,LANE,GLEN IRIS
4854,BELLMARE,AVENUE,DROMANA
4855,BELLS,AVENUE,KALKALLO
4856,BELLS,COURT,WANTIRNA SOUTH
4857,BELLS,LANE,ST KILDA WEST
4858,BELLS,ROAD,CLYDE NORTH
4859,BELLS HILL,ROAD,RESEARCH
4860,BELLTHORPE,ROAD,BOTANIC RIDGE
4861,BELLTREES,COURT,PEARCEDALE
4862,BELLVUE,COURT,HAMPTON PARK
4863,BELLVUE,COURT,NOBLE PARK NORTH
4864,BELLVUE,STREET,BRUNSWICK EAST
4865,BELLWOOD,WAY,DIGGERS REST
4866,BELLWORTH,AVENUE,TARNEIT
4867,BELMAIN,COURT,BULLEEN
4868,BELMAR,AVENUE,ALTONA
4869,BELMAR,STREET,CRANBOURNE
4870,BELMARINO,COURT,WERRIBEE
4871,BELMIKE,CLOSE,CHIRNSIDE PARK
4872,BELMONT,AVENUE,CLAYTON
4873,BELMONT,AVENUE,DANDENONG NORTH
4874,BELMONT,AVENUE,DEEPDENE
4875,BELMONT,AVENUE,GLEN IRIS
4876,BELMONT,AVENUE,KEILOR DOWNS
4877,BELMONT,AVENUE,KEW
4878,BELMONT,AVENUE,UPWEY
4879,BELMONT,COURT,CARRUM DOWNS
4880,BELMONT,COURT,DONVALE
4881,BELMONT,COURT,SPRINGVALE
4882,BELMONT,CRESCENT,MONTMORENCY
4883,BELMONT,PLACE,GLADSTONE PARK
4884,BELMONT,ROAD,CROYDON SOUTH
4885,BELMONT,ROAD,GLEN WAVERLEY
4886,BELMONT,ROAD,IVANHOE
4887,BELMONT,ROAD,KENSINGTON
4888,BELMONT,STREET,PRESTON
4889,BELMONT,STREET,SURREY HILLS
4890,BELMONT,WAY,MILL PARK
4891,BELMORE,COURT,HILLSIDE (GREATER MELBOURNE)
4892,BELMORE,COURT,NARRE WARREN
4893,BELMORE,PARADE,MICKLEHAM
4894,BELMORE,ROAD,BALWYN
4895,BELMORE,ROAD,BALWYN NORTH
4896,BELMORE,ROAD,MONT ALBERT NORTH
4897,BELMORE,ROAD,SUNSHINE NORTH
4898,BELOT,CLOSE,BAYSWATER
4899,BELROSE,AVENUE,CHELTENHAM
4900,BELSAY,CHASE,CHIRNSIDE PARK
4901,BELSAY,PLACE,CRAIGIEBURN
4902,BELSIZE,AVENUE,CARNEGIE
4903,BELSIZE,COURT,ENDEAVOUR HILLS
4904,BELSON,STREET,MALVERN EAST
4905,BELSON,STREET,MICKLEHAM
4906,BELT,TERRACE,ENDEAVOUR HILLS
4907,BELTANA,AVENUE,TARNEIT
4908,BELTANA,COURT,BAYSWATER
4909,BELTANA,COURT,VERMONT
4910,BELTANA,COURT,WHEELERS HILL
4911,BELTANA,LANE,ROXBURGH PARK
4912,BELTANE,AVENUE,BRIGHTON EAST
4913,BELTEX,ROAD,WOLLERT
4914,BELTONS,WAY,DOREEN
4915,BELUCCHI,STREET,FRASER RISE
4916,BELUGA,STREET,MOUNT ELIZA
4917,BELUGA,STREET,WATERWAYS
4918,BELVEDERE,,KEW
4919,BELVEDERE,AVENUE,DONCASTER EAST
4920,BELVEDERE,AVENUE,WHEELERS HILL
4921,BELVEDERE,CLOSE,MARIBYRNONG
4922,BELVEDERE,COURT,BLACKBURN NORTH
4923,BELVEDERE,COURT,EPPING
4924,BELVEDERE,COURT,GEMBROOK
4925,BELVEDERE,COURT,HAMPTON PARK
4926,BELVEDERE,COURT,NOBLE PARK
4927,BELVEDERE,COURT,ROWVILLE
4928,BELVEDERE,DRIVE,MONTROSE
4929,BELVEDERE,DRIVE,TRUGANINA
4930,BELVEDERE,ROAD,SEAFORD
4931,BELVEDERE,ROAD,SOMERS
4932,BELVISTA,WAY,BOTANIC RIDGE
4933,BELVOIR,COURT,CRANBOURNE
4934,BELVOIR,COURT,KILSYTH
4935,BELVOIR,COURT,MURRUMBEENA
4936,BELVOIR,GARDENS,DERRIMUT
4937,BELVOIR,STREET,DONCASTER EAST
4938,BEMBOKA,AVENUE,CLAYTON SOUTH
4939,BEMBOKA,CLOSE,NARRE WARREN
4940,BEMBOKA,COURT,WANTIRNA SOUTH
4941,BEMBOKA,COURT,WERRIBEE
4942,BEMBOKA,ROAD,CROYDON HILLS
4943,BEMBOKA,ROAD,WARRANWOOD
4944,BEMBOOKA,COURT,DONCASTER
4945,BEMBRIDGE,AVENUE,FRANKSTON SOUTH
