street_id,mb_code16,n_addresses
687,20357320000,7
688,20603660000,7
689,20591760000,1
690,20385070000,5
691,20078270000,20
691,20079600000,10
691,20081400000,7
692,20478810000,37
693,20631958190,15
694,20334840000,26
695,20631930950,8
696,20651560000,7
697,20019310000,8
698,20297170000,14
698,20297180000,13
698,20297910000,11
698,20299180000,13
698,20300350000,10
698,20300951000,4
699,20059730000,19
700,20600080000,6
701,20600080000,17
701,20603070000,10
701,20605990000,19
701,20631943370,7
702,20017120000,12
702,20018150000,7
702,20019080000,6
702,20019090000,8
702,20019850000,8
703,20587650000,6
703,20590790000,9
704,20631994260,16
705,20631987640,20
