street_id,mb_code16,n_addresses
14916,20042880000,3
14916,20046370000,4
14916,20046380000,4
14917,20363310000,17
14917,20631919570,12
14918,20359170000,6
14919,20121100000,8
14920,20061780000,21
14920,20064670000,22
14921,20067770000,1
14922,20067770000,22
14922,20070380000,19
14923,20220220000,2
14923,20221320000,15
14924,20360730000,1
14924,20363990000,2
14924,20365210000,4
14924,20366770000,9
14925,20475710000,33
14925,20631999830,11
14926,20616490000,2
14927,20427240000,9
14928,20087570000,1
14928,20089500000,12
14929,20613220000,26
14929,20614290000,25
14929,20615940000,17
14929,20617200000,21
14930,20596980000,5
14930,20598700000,14
14931,20377261000,1
14931,20379800000,1
14932,20182110000,3
14933,20182110000,7
14933,20185790000,10
14934,20088030000,6
14935,20631945230,16
14935,20631947450,6
14935,20631947460,10
14936,20397740000,1
14937,20398560000,5
14938,20397740000,47
14938,20398560000,64
14938,20399470000,2
14938,20401720000,6
14939,20424740000,22
14939,20427540000,23
14940,20486330000,9
14940,20488480000,19
14940,20491390000,26
14941,20328150000,13
14941,20329080000,20
14941,20329820000,22
14941,20331520000,7
14942,20184630000,16
14942,20190170000,4
14943,20184310000,23
14943,20185580000,1
14943,20190250000,12
14943,20190260000,12
14943,20710590000,19
14944,20613820000,10
14944,20616350000,11
14945,20494200000,15
14946,20515191000,21
14947,20650270000,9
14948,20630120000,11
14949,20631957810,12
14949,20631979480,2
14949,20632000160,20
14950,20164380000,15
14950,20165790000,11
14950,20166740000,4
14951,20128570000,18
14952,20027250000,4
14952,20027970000,1
14953,20659770000,17
14954,20652240000,2
14954,20654590000,9
14954,20657960000,11
14955,20226820000,3
14955,20230301000,10
14955,20231630000,12
14956,20496860000,4
14956,20498610000,15
14956,20500010000,8
14956,20503740000,1
14957,20154500000,28
14958,20125950000,10
14958,20126540000,10
14959,20648880000,14
14960,20076771000,8
14960,20078360000,2
14960,20079680000,15
14960,20081530000,9
14961,20588140000,12
14961,20589850000,8
14962,20431360000,20
14963,20107180000,5
14964,20387210000,8
14965,20079940000,7
14966,20488150000,6
14967,20631933140,2
14967,20631934600,1
14968,20631931250,23
14968,20631947250,10
14969,20086810000,11
14969,20088180000,21
14969,20090570000,52
14969,20700570000,2
14970,20029470000,6
14971,20356940000,4
14971,20357440000,9
14971,20357590000,2
14971,20357620000,4
14972,20640190000,7
14973,20517320000,32
14973,20517500000,16
14973,20517520000,3
14973,20518160000,9
14974,20636320000,5
14974,20637120000,3
14974,20637260000,6
14974,20638530000,10
14974,20639180000,8
14974,20639190000,12
14974,20640240000,4
14974,20640290000,4
14974,20640310000,14
14975,20155550000,24
14975,20155560000,4
14976,20218440000,14
14977,20461310000,17
14977,20464941000,12
14978,20473650000,29
14979,20614410000,33
14979,20614940000,17
14979,20616470000,10
14979,20616480000,7
14979,20617440000,30
14979,20618930000,12
14979,20619320000,7
14979,20619340000,36
14979,20631915130,28
14980,20277120000,19
14981,20378830000,14
14982,20219220000,8
14982,20219950000,21
14982,20220470000,8
14982,20221520000,11
14982,20222370000,4
14982,20222390000,17
14982,20225530000,22
14983,20301650000,5
14983,20302310000,5
14983,20302870000,1
14983,20303640000,1
14983,20303920000,3
14983,20631976250,1
14983,20631976260,3
14984,20192980000,10
14984,20196000000,10
14984,20197071000,1
14985,20378761000,10
14985,20378762000,7
14985,20378772000,40
14985,20378780000,1
14985,20378830000,10
14986,20086530000,26
14986,20087900000,12
14986,20091320000,4
14987,20436930000,5
14987,20438390000,7
14987,20440560000,15
14988,20301060000,10
14988,20301750000,19
14988,20302940000,10
14988,20303670000,1
14988,20303850000,4
14989,20024590000,16
14989,20025480000,5
14989,20028330000,10
14990,20120200000,12
14991,20462650000,11
14992,20102230000,6
14993,20447080000,10
14994,20631940700,8
14995,20631940700,8
14995,20631981580,11
14995,20631981630,17
14996,20659850000,11
14996,20659860000,8
14997,20631931940,18
14998,20043630000,9
14998,20045900000,10
14999,20129350000,27
15000,20020710000,29
15001,20395980000,6
15001,20396000000,23
15001,20396940000,28
15001,20396950000,1
15001,20397660000,6
15001,20398600000,2
15001,20398750000,11
15001,20398860000,9
15001,20399690000,19
15001,20399721000,40
15001,20399722000,6
15001,20401290000,5
15001,20401490000,4
15001,20631898550,7
15001,20631925530,10
15001,20631931940,23
15002,20146800000,5
15003,20397920000,5
15003,20398420000,50
15003,20399680000,1
15004,20122170000,6
15005,20062000000,6
15005,20063610000,12
15006,20118850000,9
15007,20296131000,41
15008,20195080000,5
15008,20195760000,13
15008,20197600000,29
15009,20383150000,12
15010,20631980210,6
15011,20630046000,1
15012,20291731000,7
15013,20609710000,5
15014,20625550000,10
15014,20631864000,21
15014,20631924370,1
15014,20631927370,16
15014,20631956970,3
15014,20631957280,7
15014,20631979350,4
15015,20336430000,17
15016,20434911000,12
15017,20402000000,15
15017,20405011000,15
15018,20609480000,7
15018,20610630000,1
15018,20610830000,21
15018,20611290000,25
15018,20611590000,2
15018,20611870000,3
15019,20631920470,17
15020,20631977050,1
15021,20146250000,2
15021,20149520000,51
15021,20150730000,2
15021,20151720000,21
15021,20152790000,21
15021,20154150000,14
15021,20154170000,21
15021,20631907900,15
15021,20631984280,39
15022,20289520000,19
15022,20291040000,33
15022,20291260000,10
15022,20291280000,50
15022,20292240000,32
15022,20292490000,67
15022,20293550000,39
15022,20293600000,23
15022,20294410000,26
15022,20631918110,45
15022,20631936570,23
15023,20358990000,6
15023,20363450000,19
15023,20366070000,19
15023,20367820000,18
15024,20387640000,31
15024,20388040000,4
15024,20388400000,9
15024,20388410000,8
15024,20389090000,17
15024,20389480000,10
15024,20390150000,14
15024,20390520000,2
15024,20390580000,10
15024,20392380000,13
15025,20452730000,18
15025,20454240000,22
15025,20456160000,18
15026,20373010000,1
15026,20376150000,4
15027,20323120000,5
15028,20631947040,7
15028,20631947060,18
15029,20631958300,7
15029,20631959780,5
15029,20631999540,2
15030,20330070000,19
15031,20616480000,23
15032,20388760000,8
15033,20631946910,5
15034,20631947720,51
15034,20642790000,15
15034,20643120000,2
15034,20644140000,20
15034,20644520000,26
15034,20646210000,20
15035,20631956640,49
15036,20631946820,19
15037,20632572000,1
15038,20392680000,39
15038,20392690000,26
15039,20491550000,9
15040,20088870000,17
15040,20092871000,19
15041,20631976870,10
15042,20631947260,39
15043,20631935290,16
15044,20631998810,9
15045,20630643000,30
15046,20233880000,49
15047,20631981600,6
15048,20278140000,1
15048,20280270000,1
15049,20275860000,50
15049,20275930000,3
15049,20275950000,1
15049,20276990000,2
15049,20278150000,1
15049,20278200000,2
15049,20279760000,2
15049,20279780000,56
15050,20630871000,9
15051,20390870000,13
15052,20367470000,9
15052,20369230000,2
15053,20632004110,18
15054,20511870000,11
15055,20169660000,4
15056,20092652200,5
15056,20631933590,1
15056,20631993430,15
15057,20146280000,5
15057,20147980000,13
15057,20150150000,60
15058,20432670000,7
15059,20083710000,33
15060,20336640000,26
15061,20646810000,1
15061,20647160000,13
15061,20647180000,4
15062,20327070000,21
15062,20327090000,51
15062,20328120000,16
15062,20328130000,31
15062,20329050000,15
15062,20330410000,33
15063,20276930000,8
15063,20276940000,15
15063,20276951000,62
15063,20278080000,19
15063,20278100000,2
15063,20279080000,20
15063,20279090000,2
15063,20282470000,77
15064,20588530000,13
15064,20593600000,7
15064,20593620000,21
15065,20436320000,12
15065,20436500000,2
15065,20436520000,18
15065,20437680000,28
15065,20438350000,13
15065,20438810000,5
15065,20438820000,13
15065,20439900000,17
15065,20439910000,6
15065,20442080000,7
15065,20705830000,2
15065,20705860000,1
15066,20280182000,1
15067,20359410000,8
15067,20364280000,2
15068,20119870000,12
15068,20120650000,7
15069,20480180000,5
15070,20323120000,1
15070,20326140000,2
15071,20652620000,4
15072,20119300000,14
15073,20403370000,6
15073,20405610000,5
15074,20155452000,7
15075,20226660000,13
15076,20309880000,16
15077,20486940000,10
15078,20222910000,31
15078,20224560000,3
15079,20392771000,19
15080,20015580000,22
15081,20631904260,26
15082,20374430000,20
15082,20375420000,5
15083,20112170000,5
15083,20114060000,5
15084,20301830000,7
15084,20304070000,5
15085,20502770000,5
15086,20307830000,8
15086,20631924650,16
15087,20596230000,8
15087,20597770000,14
15087,20598740000,4
15087,20598750000,4
15088,20026490000,5
15089,20634320000,13
15090,20408660000,4
15091,20103800000,15
15091,20104810000,8
15092,20123320000,25
15092,20125800000,1
15093,20613250000,47
15093,20613960000,19
15093,20614320000,53
15093,20615310000,43
15093,20616090000,37
15093,20616980000,34
15093,20631967910,3
15093,20631967920,23
15094,20227400000,6
15094,20232050000,10
15095,20219600000,1
15095,20219610000,4
15095,20220820000,14
15095,20224290000,4
15096,20061730000,7
15096,20063930000,4
15097,20588350000,19
15097,20589630000,3
15097,20590120000,21
15097,20590400000,7
15097,20591150000,2
15097,20591640000,11
15097,20631909280,8
15097,20631909650,1
15098,20524320000,19
15098,20524330000,16
15098,20524340000,7
15099,20653484000,2
15100,20544500000,5
15100,20546560000,1
15101,20471070000,4
15102,20289770000,31
15102,20291250000,26
15103,20046420000,2
15104,20632006270,7
15105,20310360000,20
15105,20317690000,23
15106,20303260000,33
15107,20048700000,16
15107,20051170000,20
15107,20053360000,5
15107,20053370000,7
15108,20127830000,13
15109,20631990180,19
15110,20631903370,11
15110,20631903380,10
15111,20631977340,7
15112,20326720000,15
15112,20327100000,17
15112,20327110000,1
15112,20328160000,1
15112,20328170000,21
15112,20329110000,9
15112,20329130000,16
15112,20330440000,6
15112,20332320000,10
15113,20193790000,13
15113,20194710000,9
15114,20631922750,1
15114,20633302000,8
15114,20633310000,16
15115,20017560000,4
15116,20596100000,16
15117,20452670000,29
15117,20455450000,20
15118,20632004710,25
15119,20631933250,27
15120,20656760000,8
15121,20109840000,6
15122,20631979490,37
15123,20632003800,52
15124,20631944730,4
15124,20631989060,12
15124,20631999380,30
15125,20631969210,11
15126,20483070000,24
15126,20488760000,15
15126,20491100000,20
15127,20632480000,4
15127,20633334000,4
15128,20321061000,1
15128,20324870000,58
15129,20440370000,3
15130,20078150000,7
15130,20079472000,5
15130,20079490000,5
15130,20082821000,12
15131,20616160000,7
15132,20487280000,9
15133,20516322000,16
15134,20165350000,23
15135,20358580000,6
15135,20358590000,4
15136,20630911000,2
15136,20630912000,16
15136,20631191000,8
15136,20631194000,18
15136,20631985930,1
15137,20631907410,1
15137,20631952010,29
15138,20109050000,23
15139,20405030000,27
15140,20027590000,13
15141,20631998440,5
15142,20078700000,8
15142,20082160000,11
15143,20017860000,6
15144,20470711000,140
15145,20524201000,2
15146,20326890000,4
15146,20329370000,6
15146,20330820000,10
15146,20333380000,7
15146,20333680000,7
15146,20333690000,8
15147,20631906540,1
15148,20167790000,5
15148,20168850000,7
15148,20168860000,5
15149,20120720000,19
15150,20632005860,5
15151,20632001160,12
15152,20592770000,6
15153,20372570000,30
15154,20112430000,15
15155,20608951000,2
15155,20610370000,10
15155,20611630000,7
15156,20632480000,7
15156,20633334000,2
15156,20633342000,12
15157,20654120000,5
15158,20444480000,62
15158,20450110000,16
15158,20450200000,20
15158,20452330000,30
15159,20387600000,27
15159,20388370000,9
15159,20389050000,8
15159,20389500000,18
15159,20390140000,5
15159,20390560000,5
15159,20390780000,1
15160,20189010000,13
15161,20388480000,1
15162,20381150000,10
15162,20381990000,10
15163,20164370000,4
15163,20165990000,6
15163,20631964730,2
15164,20122060000,10
15165,20631957560,5
15166,20077680000,4
15166,20080260000,11
15166,20081731000,1
15167,20290660000,36
15168,20653210000,6
15169,20634970000,6
15170,20088590000,15
15171,20631928100,28
15172,20604060000,4
15173,20292880000,2
15174,20614030000,10
15174,20615030000,2
15174,20616590000,13
15175,20632670000,4
15175,20633021000,5
15176,20631981180,17
15177,20307310000,10
15177,20310270000,10
15177,20313180000,13
15177,20315570000,21
15178,20610680000,5
15178,20611200000,6
15179,20114180000,8
15180,20338111000,6
15181,20024190000,1
15181,20025270000,4
15181,20028090000,14
15182,20470382000,9
15182,20472020000,20
15182,20472030000,21
15183,20471210000,2
15184,20485110000,17
15184,20487000000,12
15185,20057320000,3
15186,20604830000,4
15187,20220360000,12
15188,20503640000,23
15189,20337351000,16
15190,20661220000,10
15191,20363280000,9
15191,20364500000,17
15191,20365650000,6
15191,20369610000,16
15192,20056690000,13
15193,20375420000,3
15193,20376630000,5
15193,20378110000,21
15193,20378120000,12
15193,20378131000,7
15194,20149150000,18
15194,20150610000,16
15194,20152420000,3
15194,20154970000,8
15195,20384790000,10
15196,20448070000,5
15197,20631985500,8
15198,20105381000,21
15199,20408950000,8
15200,20192640000,27
15200,20193430000,20
15200,20193640000,37
15200,20195140000,36
15200,20196694000,1
15200,20631908400,10
15200,20631908430,15
15201,20523930000,35
15201,20523940000,20
15201,20523950000,17
15202,20472830000,7
15202,20472840000,27
15202,20472950000,6
15202,20472960000,3
15202,20472971000,23
15202,20472972000,7
15202,20473890000,3
15202,20473900000,1
15202,20474000000,55
15202,20474010000,27
15202,20474860000,49
15202,20474940000,4
15202,20474950000,2
15202,20475590000,29
15202,20476290000,32
15202,20476340000,34
15202,20477180000,20
15202,20477241000,20
15203,20466440000,14
15203,20471980000,15
15204,20085720000,18
15204,20087060000,14
15205,20425690000,37
15205,20428120000,15
15206,20284750000,14
15207,20047380000,7
15207,20047400000,18
15207,20047410000,20
15207,20048390000,1
15207,20048410000,7
15207,20048670000,5
15207,20048690000,9
15207,20049600000,6
15207,20049610000,1
15207,20050260000,19
15207,20050510000,12
15207,20050940000,8
15207,20050960000,24
15207,20051490000,18
15207,20051720000,25
15207,20051760000,12
15207,20052060000,5
15208,20452173000,18
15208,20452174000,15
15208,20452175000,21
15208,20452176000,10
15209,20528300000,1
15210,20460970000,14
15210,20461970000,46
15211,20218600000,10
15211,20220950000,41
15211,20221120000,6
15211,20223720000,23
15211,20224930000,7
15211,20711460000,1
15212,20425471000,2
15212,20425473000,309
15212,20425475000,90
15212,20425476000,3
15212,20425480000,10
15213,20147060000,7
15213,20154701000,17
15213,20631996950,40
15214,20520580000,39
15214,20521300000,24
15214,20521950000,41
15214,20521960000,6
15214,20522560000,28
15214,20528300000,37
15214,20528310000,20
15214,20528320000,22
15214,20528330000,30
15215,20483540000,25
15215,20485660000,24
15216,20443810000,3
15216,20449660000,14
15217,20455390000,6
15218,20434190000,3
15219,20291720000,21
15220,20435040000,15
15221,20361210000,7
15222,20175290000,9
15223,20301312000,19
15223,20303300000,3
15224,20650502000,5
15224,20650510000,8
15225,20483111000,15
15225,20483113000,26
15226,20631941530,7
15226,20632250000,14
15226,20632470000,15
15226,20632691000,9
15226,20633840000,5
15226,20633861000,9
15226,20633870000,4
15227,20333950000,13
15227,20335670000,8
15227,20336690000,5
15228,20425540000,5
15228,20426530000,12
15228,20427150000,20
15228,20427730000,10
15228,20427740000,7
15228,20428590000,6
15228,20428930000,4
15228,20428950000,4
15228,20429390000,4
15228,20429420000,10
15228,20429900000,23
15229,20125911000,10
15230,20651370000,8
15231,20026740000,27
15232,20295171000,1
15232,20295790000,1
15233,20289490000,40
15233,20289500000,20
15233,20289550000,25
15233,20291020000,1
15233,20292210000,2
15233,20292230000,23
15233,20293400000,41
15233,20294310000,2
15233,20295790000,14
15234,20614510000,12
15234,20616540000,5
15234,20618790000,15
15235,20309770000,23
15236,20435750000,12
15236,20440910000,14
15236,20442430000,10
15237,20668140000,5
15238,20105251400,3
15239,20067930000,1
15239,20068700000,4
15240,20219570000,14
15240,20220790000,3
15241,20636960000,16
15241,20637640000,27
15241,20637650000,10
15241,20641590000,19
15242,20143020000,21
15242,20143590000,20
15243,20379442000,4
15244,20632420000,11
15245,20340510000,28
15246,20631977320,6
15247,20632004110,8
15248,20631947560,14
15248,20631998290,16
15248,20631998910,1
15249,20047610000,25
15249,20049310000,23
15249,20051060000,33
15250,20595100000,16
15250,20596750000,7
15250,20597460000,8
15251,20187390000,11
15251,20188110000,16
15251,20191380000,25
15252,20631931340,7
15253,20308860000,5
15253,20316730000,6
15254,20341330000,24
15255,20092657200,8
15255,20092657300,12
15255,20092657500,8
15255,20092658700,2
15256,20183460000,27
15256,20184250000,17
15256,20185550000,11
15256,20186370000,3
15256,20187400000,10
15256,20187410000,7
15256,20188150000,9
15256,20189010000,9
15256,20189020000,9
15256,20191790000,10
15256,20191800000,2
15257,20552480000,9
15258,20169470000,7
15258,20169480000,5
15258,20171600000,2
15258,20172040000,5
15258,20172050000,13
15258,20172060000,5
15258,20173140000,1
15258,20174510000,12
15258,20174520000,6
15258,20176890000,8
15258,20176900000,6
15258,20177720000,26
15259,20114350000,13
15260,20441120000,5
15261,20634130000,14
15262,20327440000,5
15262,20331170000,10
15263,20087210000,5
15263,20089840000,2
15263,20091520000,4
15263,20093460000,3
15264,20613020000,9
15265,20116940000,8
15266,20082740000,15
15267,20407600000,14
15267,20408791000,12
15267,20408900000,4
15267,20409270000,15
15267,20410070000,10
15267,20410121000,11
15267,20410123000,10
15267,20410130000,4
15267,20410361100,15
15267,20410361400,20
15267,20410365000,11
15267,20631962920,4
15267,20631963030,2
15267,20631979930,7
15267,20631996310,6
15268,20656390000,16
15268,20656400000,4
15269,20631907170,8
15269,20631907460,7
15270,20544860000,1
15270,20547560000,2
15271,20596340000,14
15271,20598980000,8
15272,20356780000,5
15272,20357070000,7
15272,20357230000,6
15272,20357520000,5
15272,20358490000,1
15273,20123190000,11
15274,20500800000,3
15275,20631994270,15
15276,20608692100,19
15277,20498280000,17
15277,20499800000,48
15277,20501200000,16
15277,20502320000,1
15278,20427120000,6
15278,20428550000,8
15278,20429400000,28
15279,20293200000,25
15280,20431490000,4
15281,20406520000,5
15281,20407260000,5
15281,20408620000,8
15282,20479250000,7
15282,20479260000,8
15282,20479270000,21
15282,20479280000,10
15283,20290210000,5
15284,20613760000,8
15284,20614190000,2
15284,20614752000,17
15284,20615540000,10
15284,20615560000,1
15284,20615570000,16
15284,20616300000,1
15284,20617240000,18
15284,20618380000,8
15284,20618470000,13
15284,20631926660,1
15284,20719020000,1
15285,20613380000,7
15285,20613430000,4
15285,20613440000,7
15285,20613940000,9
15285,20614410000,7
15285,20614420000,10
15285,20614440000,18
15285,20614980000,17
15285,20615320000,24
15285,20615700000,2
15285,20616520000,11
15285,20616950000,6
15285,20617000000,2
15285,20617040000,17
15285,20617930000,10
15285,20631915130,1
15285,20631918580,10
15285,20631967910,22
15286,20613410000,10
15286,20615890000,8
15286,20616700000,3
15286,20616710000,19
15286,20617190000,13
15286,20617490000,17
15286,20617522000,6
15286,20617672000,7
15286,20617721000,10
15286,20617730000,1
15286,20617840000,12
15286,20617870000,4
15286,20617940000,11
15286,20619160000,66
15286,20631996090,2
15287,20511670000,1
15287,20511840000,1
15287,20512800000,20
15287,20513630000,18
15287,20514560000,17
15287,20719730000,1
15288,20085570000,4
15288,20085850000,1
15288,20087210000,21
15288,20088580000,9
15288,20088630000,21
15288,20089840000,3
15288,20090600000,2
15288,20090790000,20
15288,20091520000,13
15288,20093300000,5
15288,20093460000,6
15288,20093490000,1
15289,20122596500,5
15289,20122596600,2
15289,20122596700,8
15290,20631988210,12
15291,20631977820,21
15292,20015530000,13
15292,20016770000,33
15292,20017900000,3
15292,20021320000,3
15293,20021910000,31
15294,20025280000,6
15295,20634530000,10
15296,20631947780,6
15296,20632005870,5
15297,20300655000,12
15297,20300657000,10
15298,20631901430,30
15299,20315560000,15
15300,20631995330,8
15301,20595400000,5
15302,20455320000,19
15303,20631971220,11
15303,20632006440,17
15304,20485040000,11
15304,20487070000,18
15305,20090880000,15
15306,20484000000,16
15306,20486020000,5
15306,20487820000,22
15307,20404261400,9
15307,20404261500,29
15307,20404261600,2
15308,20301660000,13
15308,20304120000,15
15309,20029350000,4
15310,20629600000,15
15311,20310800000,4
15312,20339760000,12
15313,20611921000,1
15314,20051870000,2
15315,20050361000,5
15315,20050810000,9
15315,20052090000,3
15316,20460990000,30
15316,20461980000,8
15316,20461990000,11
15316,20462850000,9
15316,20462860000,9
15316,20463580000,18
15316,20465075000,3
15316,20465090000,11
15316,20465450000,21
15317,20361330000,1
15317,20367850000,2
15318,20359980000,7
15318,20361330000,21
15318,20367850000,23
15319,20173200000,27
15320,20427220000,11
15320,20428690000,14
15320,20429610000,2
15321,20549121000,1
15321,20549123000,458
15321,20631929920,437
15321,20631992180,1
15322,20631953530,20
15322,20632002240,22
15323,20140760000,6
15324,20631976860,24
15325,20101820000,1
15326,20404268100,14
15326,20404268600,13
15327,20604770000,7
15328,20361520000,14
15328,20364840000,13
15328,20631908730,3
15329,20632006140,6
15330,20327050000,23
15331,20630950000,8
15331,20631200000,14
15331,20631680000,6
15331,20631690000,7
15331,20631700000,9
15331,20631930000,13
15331,20631951000,9
15332,20452890000,6
15333,20632005870,22
15334,20129350000,17
15335,20394310000,1
15336,20429300000,12
15337,20104360000,19
15338,20340570000,21
15339,20500830000,6
15340,20116780000,10
15340,20120350000,34
15341,20223701000,11
15341,20631935500,6
15342,20473200000,16
15343,20335380000,15
15344,20406010000,4
15345,20103380000,22
15346,20024900000,8
15347,20631910430,12
15347,20631984780,1
15347,20646840000,8
15347,20647010000,2
15347,20647200000,12
15347,20647220000,6
15348,20112430000,33
15349,20606090000,4
15350,20647500000,9
15351,20435820000,19
15351,20439320000,6
15351,20440320000,14
15351,20441150000,19
15351,20441760000,11
15352,20631947460,5
15353,20176163000,16
15353,20179323000,22
15354,20631900690,7
15354,20631900700,8
15355,20300820000,10
15356,20165440000,6
15357,20124720000,17
15358,20618640000,13
15359,20499400000,8
15360,20635500000,11
15361,20595070000,6
15361,20598580000,2
15361,20598590000,6
15362,20389271000,1
15362,20390980000,3
15363,20631932280,13
15363,20631939090,11
15364,20633670000,8
15365,20079460000,20
15366,20122596700,8
15366,20122596800,10
15366,20122599500,9
15366,20122599600,2
15366,20631950060,9
15367,20484830000,23
15367,20485780000,12
15367,20488510000,5
15367,20489970000,13
15367,20493340000,8
15367,20493350000,7
15368,20631949730,2
15369,20077790000,7
15370,20430060000,10
15371,20340640000,7
15372,20364250000,1
15372,20365640000,3
15372,20367340000,7
15373,20631981420,8
15373,20631981440,8
15374,20631988540,11
15375,20472830000,10
15375,20475580000,22
15376,20417550000,5
15376,20417810000,19
15376,20418340000,19
15377,20631914610,210
15378,20397930000,1
15379,20631959040,3
15380,20340010000,7
15381,20122528000,10
15382,20512050000,15
15382,20512630000,5
15382,20513110000,18
15382,20513242000,12
15382,20514080000,3
15383,20077270000,14
15383,20083600000,4
15383,20083780000,19
15384,20129146300,1
15384,20129146400,10
15385,20338030000,17
15385,20338090000,1
15385,20338170000,18
15385,20338230000,14
15385,20338340000,19
15385,20338490000,15
15385,20338500000,25
15385,20338520000,11
15385,20338620000,16
15385,20338630000,13
15385,20338680000,8
15385,20338740000,11
15385,20338960000,9
15385,20338990000,22
15385,20339000000,12
15385,20339100000,2
15385,20339140000,13
15385,20339280000,7
15385,20339390000,17
15385,20340910000,8
15385,20340920000,20
15385,20340970000,8
15385,20340980000,13
15385,20341030000,3
15385,20341040000,14
15385,20341050000,10
15385,20341060000,13
15385,20341070000,5
15385,20341100000,8
15385,20341110000,15
15385,20341160000,22
15385,20341170000,27
15385,20341200000,12
15385,20341470000,7
15385,20631977510,6
15386,20548210000,10
15386,20549990000,66
15386,20550700000,37
15386,20551630000,46
15386,20554610000,11
15386,20554630000,69
15386,20554640000,33
15386,20556020000,34
15386,20556861000,5
15386,20631939340,26
15386,20631940390,33
15386,20631941420,1
15387,20188741000,232
15387,20188750000,71
15387,20188760000,5
15387,20188770000,9
15387,20188800000,43
15387,20188810000,18
15387,20188820000,36
15387,20188840000,63
15388,20188730000,1
15388,20192530000,1
15388,20192540000,7
15388,20631934210,35
15389,20188700000,1
15389,20189610000,67
15389,20189630000,13
15389,20189640000,21
15389,20189650000,10
15389,20189660000,25
15389,20189670000,46
15389,20189680000,31
15389,20189692000,5
15389,20189700000,27
15389,20189710000,1
15389,20631969610,21
15389,20631969810,61
15389,20631970050,25
15389,20631970320,54
15389,20631995610,29
15389,20632005460,54
15390,20424110000,6
15390,20424120000,10
15390,20424440000,30
15390,20424470000,11
15390,20424500000,15
15390,20424521000,13
15390,20424522000,510
15390,20426031000,2
15390,20426210000,8
15390,20426290000,9
15390,20426300000,26
15390,20426380000,46
15390,20426390000,7
15390,20426690000,1
15390,20427050000,3
15390,20427061000,10
15390,20427062000,6
15390,20427620000,7
15390,20429090000,27
15390,20429110000,19
15390,20429330000,18
15390,20429680000,15
15390,20429810000,1
15390,20441560000,5
15390,20631933720,85
15390,20631933730,6
15390,20631936790,1
15391,20169530000,6
15391,20169550000,7
15391,20169570000,22
15391,20172130000,17
15391,20172140000,20
15391,20172170000,35
15391,20172180000,7
15391,20174570000,13
15391,20174640000,32
15391,20175642000,4
15391,20176080000,20
15391,20176390000,15
15391,20176401000,7
15391,20176402000,9
15391,20177441000,7
15391,20177443000,2
15391,20178300000,5
15391,20631978510,29
15392,20424920000,72
15392,20425430000,23
15392,20425440000,14
15392,20425450000,124
15392,20425460000,23
15392,20425640000,36
15393,20424160000,46
15393,20424170000,27
15393,20424670000,24
15393,20424760000,33
15394,20556201000,1
15394,20556862000,218
15394,20557150000,1
15394,20710470000,1
15394,20710480000,1
15395,20551990000,284
15395,20554350000,7
15395,20554360000,77
15395,20554370000,19
15395,20554380000,16
15395,20554390000,3
15395,20554400000,24
15395,20554420000,1
15395,20554430000,1
15395,20554440000,32
15395,20554450000,14
15395,20554460000,17
15395,20554470000,7
15395,20554480000,34
15395,20554490000,32
15395,20554500000,7
15395,20554520000,12
15395,20554530000,30
15395,20554540000,55
15395,20554550000,193
15395,20554561000,292
15395,20554562000,127
15395,20554564000,92
15395,20554565000,49
15395,20555600000,518
15395,20556201000,1
15395,20556610000,9
15395,20556620000,1
15395,20556630000,27
15395,20556650000,44
15395,20557090000,63
15395,20631967460,32
15395,20632003270,14
15396,20433620000,13
15396,20443140000,15
15396,20631904490,14
15396,20631904620,3
15396,20631962440,6
15397,20187470000,46
15397,20188850000,28
15397,20188860000,18
15397,20192010000,7
15397,20192020000,24
15397,20710500000,2
15398,20424970000,12
15398,20425030000,15
15398,20425050000,11
15398,20425060000,10
15398,20425093000,7
15398,20425094000,4
15398,20425270000,19
15398,20425471000,5
15398,20425472000,9
15398,20425473000,95
15398,20425474000,7
15398,20425476000,7
15398,20426280000,3
15398,20427170000,3
15398,20429500000,10
15398,20429940000,5
15399,20424420000,1
15399,20424730000,27
15399,20424740000,50
15399,20424750000,18
15399,20424770000,13
15399,20424780000,41
15399,20425040000,6
15399,20425070000,1
15399,20425280000,7
15399,20425290000,21
15399,20427240000,12
15399,20427260000,10
15399,20427360000,11
15399,20427540000,17
15399,20427580000,9
15399,20428400000,14
15399,20428430000,1
15399,20428720000,45
15399,20428740000,19
15399,20429670000,9
15399,20429690000,11
15399,20631945450,14
15399,20631974120,2
15400,20548190000,68
15400,20548200000,50
15400,20549780000,8
15400,20549800000,4
15400,20549810000,48
15400,20549860000,60
15400,20550660000,52
15400,20631997480,56
15400,21300110000,43
15401,20522950000,1
15401,20522960000,9
15401,20522970000,61
15401,20522980000,31
15401,20527170000,3
15401,20527180000,1
15401,20527240000,18
15401,20527250000,27
15401,20527640000,19
15401,20528180000,42
15401,20528820000,3
15401,20631922370,46
15401,20631983410,40
15401,20631994690,28
15402,20545590000,27
15402,20548120000,85
15402,20548140000,96
15402,20548150000,1
15402,20548170000,38
15402,20548750000,8
15402,20549710000,34
15402,20550752000,1
15402,20631938760,73
15402,20631995620,22
15403,20219750000,53
15403,20220990000,10
15403,20222752000,34
15403,20223590000,2
15403,20224482000,8
15403,20631953810,13
15404,20631990260,1
15405,20631904220,1
15405,20631998870,5
15406,20116260000,1
15407,20631935480,1
15408,20479290000,11
15408,20482311000,3
15408,20482320000,2
15409,20479311000,18
15409,20479312000,6
