mb_code16,lon,lat
20299110000,144.8934364844,-37.6544096813
20299120000,144.8967125801,-37.6471139141
20299130000,144.8989190261,-37.6525929550
20299140000,144.8981951620,-37.6553720073
20292930000,144.8854475396,-37.6913207022
20292940000,144.8727975413,-37.6898490671
20292950000,144.8844481530,-37.6879354569
20292960000,144.8841696302,-37.6833687706
20292970000,144.8791826380,-37.6811946940
20292980000,144.8815486341,-37.6779325013
20290620000,144.9460190378,-37.6727796968
20292990000,144.8775349873,-37.6774536969
20290310000,144.8761971800,-37.6910432303
20290330000,144.8790077492,-37.6991375390
20290340000,144.8780517853,-37.6935040102
20290350000,144.8800541070,-37.6943232645
20290360000,144.8820688842,-37.6968299855
20290370000,144.8826857334,-37.7012199919
20290380000,144.8833819330,-37.6948516209
20290390000,144.8716755218,-37.6887600832
20290400000,144.8806345552,-37.6870882244
20290410000,144.8855781155,-37.6867633176
20299500000,144.9352029661,-37.6052000236
20293160000,144.9238092922,-37.6470381702
20293170000,144.9260825066,-37.6514359812
20293180000,144.9266885738,-37.6479565587
20293190000,144.9286751925,-37.6465222163
20293200000,144.9290991690,-37.6495185728
20293210000,144.9304524553,-37.6543989993
20293221000,144.9590101928,-37.6535766586
20293222000,144.9569982985,-37.6520470145
20293230000,144.9227021285,-37.6439759103
20293240000,144.9252224102,-37.6417284202
20290581000,144.9628050060,-37.6558444745
20290582000,144.9631558670,-37.6582000104
20290590000,144.9406667624,-37.6710320152
20290600000,144.9419560447,-37.6690147557
20290630000,144.9482388036,-37.6672099838
20290640000,144.9497504553,-37.6696430262
20290651000,144.9219558598,-37.6511498227
20290652000,144.9239037805,-37.6512889878
20290660000,144.9250688213,-37.6476051634
20290670000,144.9269909428,-37.6498286552
20284600000,144.8708710204,-37.8454636056
20300160000,144.9296914571,-37.6260518837
20300170000,144.9308675313,-37.6244918030
20300181000,144.9148279785,-37.6009860791
20300741300,144.9231685072,-37.5774708404
20300681500,144.9171924320,-37.5840873562
20300681800,144.9144747003,-37.5827914438
20300683000,144.9236756954,-37.5831920242
20300688000,144.9205015419,-37.5827226652
20300700000,144.9287807726,-37.5710822290
20300711000,144.9289258224,-37.5741052478
20300712000,144.9311846724,-37.5748187425
20300720000,144.9274284061,-37.5731133055
20300730000,144.9268199979,-37.5746226208
20300743000,144.9281362420,-37.5816266595
20300744200,144.9289649266,-37.5791941247
20300745000,144.9303422740,-37.5814235492
20300746000,144.9242666355,-37.5745389187
20300752000,144.9624948774,-37.5323680892
20300762000,144.9367725256,-37.5708850857
20290150000,144.9111570581,-37.6623283784
20290160000,144.8909603487,-37.6928355712
20290170000,144.8877886254,-37.6929031620
20290180000,144.8871979007,-37.6899374170
20283950000,144.8747525543,-37.8443256145
20283960000,144.8750071949,-37.8428351653
20283970000,144.8774074111,-37.8412922127
20283980000,144.8634430571,-37.8492051298
20283991000,144.8652990309,-37.8470138709
20283992000,144.8669541268,-37.8471538569
20284000000,144.8707364663,-37.8461983941
20284010000,144.8697951998,-37.8440184997
20284020000,144.8722729918,-37.8484782764
20284030000,144.8667733223,-37.8325702282
20284040000,144.8894343636,-37.8595394281
20284050000,144.8920730283,-37.8578782397
20284060000,144.8908359872,-37.8618195617
20284070000,144.8911603108,-37.8591392180
20284080000,144.8937069626,-37.8618216386
20284090000,144.8968901234,-37.8598106266
20284100000,144.8973039737,-37.8630598256
20284110000,144.9073679312,-37.8658642569
20291000000,144.9323333682,-37.6720607365
20291010000,144.9330931114,-37.6679927909
20291020000,144.9370762357,-37.6688180674
20291030000,144.9370655693,-37.6730530344
20291040000,144.9312907437,-37.6851808550
20291050000,144.9357855551,-37.6846293021
20290420000,144.8773065335,-37.6809571747
20290430000,144.8826177895,-37.6796976895
20284270000,144.8912219924,-37.8433264300
20284280000,144.8889738886,-37.8404764345
20284290000,144.8854856056,-37.8464168467
20284300000,144.8858427509,-37.8436749368
20284310000,144.8856063909,-37.8418087931
20284320000,144.8848430863,-37.8400326304
20284330000,144.8814206360,-37.8400224899
20284340000,144.8785909866,-37.8381961127
20284350000,144.8779001797,-37.8361022058
20284360000,144.8870665340,-37.8308290533
20284370000,144.8802804035,-37.8304384555
20284380000,144.8848852483,-37.8286144417
20284390000,144.8763731946,-37.8258994204
20284400000,144.8734782242,-37.8553569428
20284410000,144.8795522814,-37.8624037738
20284420000,144.8820737461,-37.8547649721
20284430000,144.8829865981,-37.8624714858
20284440000,144.8855450537,-37.8566616817
20284450000,144.8888239908,-37.8662009805
20291320000,144.9192289693,-37.6729666969
20291330000,144.9216843767,-37.6711966430
20291340000,144.9251071410,-37.6703138269
20291350000,144.9197920232,-37.6682152786
20291360000,144.9133187129,-37.6627374246
20291370000,144.9195077693,-37.6599081000
20291100000,144.9309816928,-37.6642501285
20284610000,144.8738287299,-37.8476289287
20284620000,144.8669842068,-37.8313403577
20284630000,144.8904267382,-37.8570537195
20284640000,144.8943175071,-37.8599271304
20284650000,144.8960432257,-37.8617384622
20284660000,144.8605879969,-37.8517020586
20284670000,144.8938215875,-37.8660385236
20284690000,144.9025249557,-37.8702226480
20284700000,144.9029193575,-37.8654120342
20284710000,144.9041251143,-37.8638389140
20284720000,144.8925066381,-37.8526035297
20284730000,144.8933980379,-37.8559394113
20284740000,144.8937561058,-37.8543031116
20284750000,144.8965418782,-37.8524033538
20284760000,144.8964022663,-37.8558430706
20284770000,144.8992682719,-37.8561490719
20291520000,144.8909700785,-37.6970597847
20291530000,144.8946681583,-37.6963751104
20291540000,144.8995046586,-37.6947415239
20291550000,144.9021635334,-37.6735218432
20291560000,144.9026585751,-37.6706684269
20285810000,144.8777430612,-37.8494951858
20285820000,144.8884465193,-37.8551658480
20285830000,144.8642794417,-37.8452720709
20285840000,144.8673017543,-37.8295015177
20285850000,144.8971299232,-37.8401705689
20285860000,144.8949148969,-37.8408464649
20285870000,144.9042782400,-37.8624284625
20300763000,144.9379981660,-37.5724467752
20285290000,144.8758094979,-37.8276666137
20300764000,144.9384303213,-37.5751195790
20310110000,145.0905727684,-37.9986510517
20310120000,145.0945291438,-37.9954542328
20310130000,145.1163661566,-37.9353012231
20301312000,144.7073877785,-37.5681085327
20301320000,144.7056695150,-37.5762761788
20301330000,144.7065786632,-37.5730918696
20301340000,144.7106392033,-37.5712157037
20301350000,144.7108431069,-37.5745505188
20301360000,144.7138243731,-37.5750296094
20301370000,144.7219562554,-37.5676441773
20301380000,144.7335434809,-37.5657485046
20291080000,144.9269350020,-37.6622964753
20291090000,144.9275153272,-37.6584997812
20301390000,144.7282895912,-37.5535184048
20301420000,144.6876283673,-37.5685647383
20301430000,144.6947019903,-37.5754281132
20301440000,144.6953947072,-37.5715757165
20301450000,144.6976286731,-37.5766653987
20291060000,144.9350533231,-37.6760179967
20291070000,144.9317716758,-37.6755481751
20285300000,144.8700851703,-37.8275456530
20285310000,144.8707560667,-37.8520712669
20285320000,144.8713719676,-37.8422109467
20285330000,144.8783351998,-37.8423964804
20285340000,144.8791648017,-37.8458225979
20285350000,144.8660917837,-37.8396877087
20285360000,144.8681459119,-37.8440735273
20285370000,144.8743654841,-37.8465989168
20285380000,144.8923238346,-37.8634740486
20285390000,144.8928047684,-37.8608902856
20285400000,144.8935813118,-37.8590442787
20285410000,144.8979439362,-37.8619105394
20285420000,144.8991553563,-37.8577522759
20285430000,144.9015283257,-37.8584882964
20285440000,144.8608606164,-37.8501106918
20285450000,144.8979703228,-37.8544802087
20291950000,144.9222687914,-37.6485874186
20291961000,144.9265208581,-37.6527213426
20291962000,144.9245989204,-37.6522882224
20291970000,144.9252320119,-37.6502551032
20285522000,144.9113775010,-37.8641966136
20285524000,144.9095330164,-37.8657977309
20285530000,144.8639374080,-37.8471558602
20285540000,144.8657916245,-37.8482804704
20285550000,144.8646249791,-37.8432252352
20285560000,144.8649461677,-37.8413052396
20285570000,144.8652124169,-37.8386863925
20285580000,144.8662049694,-37.8359815122
20285590000,144.8665256805,-37.8341375034
20285600000,144.8676624657,-37.8274162257
20285610000,144.8740074878,-37.8540611292
20285620000,144.8768995716,-37.8463702853
20285630000,144.9007708012,-37.8621536456
20285640000,144.8920160187,-37.8571243207
20285650000,144.8931455524,-37.8469167619
20285660000,144.8664118803,-37.8378288315
20285670000,144.9027251922,-37.8641935469
20285680000,144.8677068934,-37.8427268743
20285690000,144.8658979874,-37.8436348338
20292161000,144.9706053867,-37.6726001561
20292162000,144.9706679077,-37.6716888093
20292170000,144.9703863135,-37.6740038855
20285960000,144.8799850872,-37.8256799742
20292180000,144.9612941082,-37.6880871276
20292190000,144.9282448215,-37.6706731288
20292200000,144.9309428717,-37.6707266298
20292210000,144.9342411423,-37.6718362464
20292220000,144.9343362943,-37.6690246991
20285880000,144.8862359710,-37.8239576834
20285890000,144.8853445973,-37.8266257071
20285900000,144.8982896102,-37.8233796492
20285910000,144.8949509089,-37.8363254268
20285920000,144.8965877057,-37.8333836564
20285930000,144.8834187546,-37.8254241099
20285940000,144.8798134416,-37.8265942642
20285950000,144.8760565273,-37.8295043422
20285970000,144.8626001372,-37.8244975050
20285980000,144.8687799728,-37.8250280534
20292440000,144.9348539640,-37.6864617847
20292450000,144.9195569495,-37.6930158327
20292460000,144.9196801929,-37.6880816982
20292470000,144.9235866932,-37.6871376482
20292480000,144.9145339143,-37.6866224785
20292490000,144.9253834524,-37.6834035860
20292500000,144.9238881871,-37.6809519803
20292510000,144.9149474012,-37.6748692757
20289500000,144.9387669097,-37.6672293228
20289510000,144.9352247144,-37.6827558063
20289520000,144.9279374062,-37.6852862041
20289530000,144.9298336740,-37.6826921750
20289540000,144.9301448792,-37.6797614229
20289550000,144.9366695195,-37.6759107449
20289560000,144.9387441049,-37.6745795451
20291700000,144.8747217715,-37.6917318256
20291710000,144.8753969722,-37.6996562840
20291720000,144.8780381994,-37.7014053559
20291731000,144.8791826717,-37.6925298709
20291740000,144.8798840547,-37.6978697298
20291750000,144.8801168526,-37.6962090089
20291760000,144.8845947778,-37.6973105006
20291770000,144.8835581258,-37.6856178755
20286062000,144.8583982799,-37.8560449199
20286070000,144.8535760349,-37.8542066999
20286080000,144.8563591254,-37.8548763538
20286090000,144.8579029571,-37.8572973792
20286101000,144.8561557454,-37.8506886589
20286102000,144.8589669481,-37.8533465490
20286110000,144.8611994963,-37.8537653180
20286120000,144.8775344741,-37.8520700627
20286130000,144.8893926962,-37.8570672387
20286140000,144.8823933557,-37.8651661107
20286150000,144.8785898034,-37.8603481552
20286160000,144.8808096152,-37.8625291431
20286170000,144.8747364489,-37.8574022895
20286190000,144.8774007114,-37.8585397606
20286200000,144.8830368696,-37.8592736359
20286210000,144.8810799777,-37.8575692908
20286220000,144.8847988073,-37.8622194656
20286230000,144.8848368984,-37.8632172761
20286240000,144.8881634100,-37.8612773151
20286250000,144.8878498889,-37.8596822402
20291980000,144.9268526805,-37.6466906551
20291990000,144.9282312105,-37.6483381674
20292000000,144.9285761626,-37.6506162741
20286330000,144.9055873605,-37.8651383416
20286340000,144.9018742828,-37.8615624700
20286350000,144.9003182497,-37.8606961026
20286360000,144.8880555832,-37.8520452926
20286370000,144.8864985728,-37.8496758070
20286380000,144.8866999401,-37.8504357334
20286390000,144.8871701261,-37.8524901053
20286400000,144.8877412638,-37.8502613851
20286411000,144.8972057286,-37.8578517303
20286412000,144.8968447239,-37.8590319085
20286420000,144.8951322179,-37.8573240997
20286431000,144.8982178272,-37.8580631107
20286432000,144.8983843751,-37.8591882082
20286441000,144.9011586441,-37.8590877705
20286442000,144.8994858832,-37.8588038153
20286443000,144.8999712855,-37.8597059633
20286450000,144.8942288451,-37.8551517513
20286460000,144.8941136793,-37.8458722420
20286470000,144.8928370782,-37.8458140554
20292780000,144.8892894032,-37.6905360143
20292790000,144.8905068735,-37.6855768935
20292800000,144.8960198211,-37.6849660423
20286562000,144.8911677885,-37.8289986783
20286564000,144.8909985529,-37.8374540827
20286565000,144.8874684751,-37.8338667661
20286571000,144.8958635302,-37.8514160548
20286572000,144.8962770104,-37.8509755017
20286580000,144.8982386637,-37.8522412658
20286590000,144.8819407302,-37.8364581355
20286600000,144.8727513494,-37.8255399499
20289340000,144.9418566648,-37.6455587100
20289350000,144.9640749203,-37.6760151668
20289360000,144.9640163225,-37.6624102972
20289370000,144.9644447792,-37.6782686853
20289380000,144.9671299621,-37.6783581633
20289390000,144.9677585455,-37.6734715390
20289590000,144.9329106314,-37.6635931670
20294804000,144.9661243289,-37.6715678517
20289410000,144.9719268267,-37.6735017802
20293000000,144.8739448984,-37.7036745099
20293010000,144.8768459556,-37.7033106202
20293020000,144.8788877453,-37.7029485452
20293030000,144.8709707646,-37.7020395127
20293040000,144.8784780911,-37.7052191011
20293050000,144.9540466798,-37.6719520283
20293060000,144.9590882371,-37.6609826252
20293070000,144.9633055901,-37.6659065280
20293080000,144.9378035576,-37.6709649786
20293090000,144.9419061711,-37.6724686114
20293100000,144.9449799815,-37.6668510964
20289570000,144.9277216677,-37.6602079833
20289580000,144.9296837471,-37.6571363131
20292900000,144.8783461461,-37.7002055493
20289600000,144.9338965752,-37.6587374160
20289610000,144.9353394272,-37.6606288797
20289620000,144.9373370366,-37.6641060601
20289630000,144.9419273580,-37.6740127844
20289640000,144.9455298358,-37.6750723283
20289650000,144.9530789781,-37.6750066258
20289660000,144.9581265435,-37.6779496205
20289670000,144.9608724953,-37.6743228852
20289680000,144.9288041361,-37.6928483363
20293250000,144.9182418666,-37.6564478396
20293260000,144.9176974748,-37.6536090276
20293270000,144.9175387202,-37.6506861962
20302200000,144.7269274258,-37.5606883449
20293280000,144.9197759493,-37.6478770438
20293290000,144.9165959924,-37.6441732825
20293300000,144.9183795441,-37.6406713155
20293310000,144.9124151331,-37.6439521218
20293320000,144.9113108732,-37.6460687815
20293330000,144.9111378764,-37.6541046424
20293340000,144.9141083401,-37.6537474568
20292650000,144.8996709013,-37.6857987240
20292660000,144.8990247735,-37.6825633532
20292670000,144.9064663425,-37.6823268886
20292890000,144.8776611192,-37.6976210085
20292680000,144.9102252200,-37.6792770464
20292690000,144.8989572390,-37.6786558634
20292700000,144.9057279097,-37.6756034347
20302140000,144.7031228915,-37.5624680972
20302150000,144.7062479227,-37.5655692864
20302161000,144.7072752603,-37.5597749830
20302162000,144.7086871942,-37.5592952162
20302170000,144.7143859953,-37.5654001382
20302180000,144.7219692096,-37.5618382989
20302190000,144.7258808053,-37.5661314631
20302210000,144.7355604813,-37.5625450640
20302220000,144.6960263828,-37.5822714794
20302230000,144.6946268610,-37.5795421864
20302240000,144.6947240492,-37.5775591324
20302250000,144.7018618602,-37.5833894711
20302260000,144.7565875759,-37.5774426945
20283800000,144.8816136811,-37.8626788493
20292810000,144.8871202216,-37.6840089435
20292820000,144.8911476210,-37.6816551869
20292830000,144.8871052653,-37.6787125290
20292840000,144.8946308978,-37.6760626515
20292850000,144.8892066658,-37.6758521752
20292860000,144.8730760723,-37.6977721009
20292870000,144.8756997828,-37.6935435515
20292880000,144.8772791613,-37.6908633769
20292910000,144.8786367769,-37.6944389888
20292920000,144.8814318056,-37.6982521087
20293350000,144.9673676053,-37.6755092396
20293360000,144.9678022912,-37.6701037066
20293370000,144.9314300298,-37.6680664944
20293380000,144.9351157656,-37.6701578734
20293390000,144.9359227640,-37.6670132342
20293400000,144.9363037603,-37.6736163364
20293410000,144.9284717884,-37.6734479163
20293420000,144.9326721973,-37.6730943665
20293430000,144.9299129149,-37.6580603444
20284120000,144.8928703963,-37.8656952561
20284130000,144.8969191456,-37.8654984932
20284140000,144.8991348972,-37.8676145437
20284150000,144.9004137645,-37.8702058672
20284160000,144.8999313247,-37.8641425264
20284170000,144.9024260337,-37.8663453920
20284180000,144.9039309480,-37.8683964712
20284190000,144.9056587549,-37.8640527704
20293110000,144.9468071986,-37.6709234349
20293120000,144.9482079731,-37.6730428079
20293130000,144.9532333119,-37.6690122733
20293140000,144.9223081794,-37.6534007330
20293150000,144.9237329291,-37.6493935601
20293620000,144.9170473709,-37.6732819145
20293630000,144.9221096376,-37.6736676566
20293640000,144.9269637351,-37.6706789474
20293650000,144.9218430567,-37.6666953306
20293660000,144.9203066633,-37.6604775615
20293670000,144.9166861504,-37.6604587487
20284470000,144.8707787065,-37.8375817448
20284480000,144.8727166486,-37.8333754965
20284490000,144.8708629679,-37.8323855962
20284500000,144.8738382333,-37.8306154264
20284510000,144.8717740160,-37.8282037632
20284520000,144.8751395851,-37.8420525598
20284530000,144.8750653055,-37.8533013450
20284540000,144.8778144325,-37.8454291695
20284550000,144.8777425066,-37.8471369540
20284560000,144.8780725314,-37.8439213928
20284570000,144.8662205394,-37.8417184579
20284580000,144.8659265430,-37.8452488953
20284591000,144.8679592376,-37.8481322119
20293790000,144.8896944506,-37.6914593016
20293800000,144.8962157704,-37.6903853297
20293810000,144.8883269256,-37.6893350760
20293820000,144.8949921762,-37.6876876870
20293830000,144.8924415289,-37.6842510209
20293840000,144.8939648311,-37.6815066332
20293850000,144.8964392563,-37.6779587167
20293860000,144.8734594552,-37.6994388354
20284780000,144.8911825501,-37.8504006530
20284790000,144.8919650025,-37.8479658276
20284800000,144.8892279425,-37.8475062333
20284810000,144.8891779077,-37.8546193697
20284820000,144.8870166584,-37.8458702801
20284830000,144.8857971150,-37.8426320833
20284840000,144.8866027271,-37.8410706297
20284850000,144.8823090983,-37.8391493218
20284860000,144.8775447278,-37.8383282558
20284870000,144.8806880742,-37.8366295734
20284880000,144.8773803004,-37.8348247529
20284890000,144.8828135318,-37.8298158079
20284900000,144.8860013306,-37.8283693330
20284910000,144.8778077206,-37.8283513796
20284920000,144.8772197559,-37.8557436633
20284930000,144.8795250477,-37.8586362623
20294600000,144.9621029262,-37.6611997861
20283810000,144.8845766274,-37.8562733839
20283820000,144.8849469243,-37.8649758623
20283830000,144.8869583477,-37.8571918781
20283840000,144.8872846843,-37.8662490259
20283850000,144.8738965058,-37.8409484528
20283860000,144.8718397941,-37.8410131154
20283870000,144.8675824507,-37.8378650784
20283880000,144.8718633838,-37.8344924125
20283890000,144.8682372195,-37.8343882660
20283900000,144.8719208590,-37.8321190026
20283910000,144.8682996787,-37.8296095681
20283921000,144.8664461435,-37.8533786939
20283922000,144.8640808246,-37.8526196536
20283930000,144.8685810821,-37.8415308221
20283940000,144.8728214741,-37.8527275336
20293980000,144.8756177311,-37.6759149630
20293990000,144.8751830522,-37.7027016039
20294001000,144.8853226441,-37.7017821946
20294002000,144.8840071058,-37.7011911734
20294010000,144.8719068869,-37.7022030873
20294020000,144.8884475009,-37.6976569272
20294030000,144.8869030893,-37.6942848767
20294040000,144.8835176326,-37.6896324329
20294050000,144.8711659210,-37.7049766834
20294060000,144.8770291267,-37.7058049990
20285130000,144.8959685635,-37.8636565778
20285140000,144.8988276712,-37.8604021650
20284200000,144.8914067816,-37.8531922829
20284210000,144.8921236765,-37.8548677585
20284230000,144.8960239232,-37.8546159918
20284240000,144.8915381869,-37.8514124356
20284250000,144.8942672512,-37.8493497963
20284260000,144.8908727118,-37.8480961284
20294201000,144.9654172774,-37.6481945566
20294202000,144.9649749765,-37.6505501169
20294210000,144.9249153862,-37.6429228634
20294220000,144.9234851538,-37.6406477841
20294230000,144.9186977370,-37.6539317297
20294240000,144.9190325572,-37.6489500718
20294250000,144.9149415542,-37.6438932170
20294260000,144.9136190565,-37.6410223608
20285750000,144.8771737525,-37.8572931793
20294270000,144.9705546773,-37.6744768184
20294280000,144.9683927881,-37.6798114236
20285460000,144.8797789896,-37.8322356290
20285470000,144.8805332314,-37.8432758024
20285480000,144.8725598915,-37.8428956877
20285490000,144.8744894461,-37.8458540274
20285500000,144.8952495144,-37.8609054053
20285510000,144.8994619625,-37.8624222866
20284592000,144.8689493758,-37.8481919889
20294400000,144.9259817391,-37.6874355553
20294410000,144.9212519143,-37.6843546819
20294420000,144.9270239926,-37.6812282167
20294430000,144.9268607016,-37.6728024559
20285760000,144.8850936708,-37.8588739467
20294440000,144.9265598647,-37.6682584969
20294450000,144.9196673372,-37.6573651169
20294460000,144.9092069246,-37.6781449153
20294470000,144.8905136712,-37.6993653989
20294480000,144.9058858913,-37.6737632998
20294490000,144.9095311578,-37.6707607330
20294500000,144.9125985143,-37.6572633575
20285700000,144.8921323989,-37.8601612526
20285710000,144.8917841973,-37.8596389684
20285720000,144.8915153169,-37.8415999171
20285730000,144.8888879626,-37.8413168351
20285740000,144.8733149377,-37.8295213490
20285770000,144.8898993022,-37.8590429796
20285780000,144.8880798322,-37.8583542978
20285800000,144.8936593104,-37.8512667747
20295120000,144.9343784095,-37.6912105007
20294610000,144.9443413595,-37.6675204108
20294620000,144.9442219485,-37.6731521322
20294630000,144.9494840310,-37.6685894926
20294640000,144.9502120040,-37.6706159409
20294650000,144.9526204204,-37.6725782439
20294660000,144.9246459226,-37.6562022466
20294670000,144.9260042231,-37.6453947686
20294680000,144.9170331968,-37.6522780651
20294690000,144.9202404307,-37.6495659288
20294700000,144.9205654078,-37.6466575376
20294710000,144.9167470937,-37.6425402255
20285991000,144.8656091358,-37.8251512898
20285992000,144.8678614909,-37.8262658318
20286000000,144.8684275140,-37.8274032778
20286010000,144.8689110039,-37.8270882634
20286020000,144.8689092027,-37.8319633854
20286030000,144.8696967197,-37.8324145050
20286040000,144.8798487901,-37.8413989074
20286050000,144.8797086558,-37.8405094968
20286061000,144.8611964708,-37.8562874868
20295270000,144.9168562650,-37.6577105857
20295280000,144.9275585664,-37.6547622870
20295290000,144.9245527780,-37.6597252430
20294802000,144.9641528496,-37.6725332125
20295300000,144.9223672864,-37.6613592935
20295310000,144.9273488595,-37.6638744641
20285150000,144.9014463804,-37.8600898201
20285160000,144.9018283652,-37.8634793957
20285170000,144.8960017971,-37.8673251606
20285180000,144.8972578504,-37.8534488908
20285190000,144.8891658145,-37.8523612179
20285200000,144.8870960096,-37.8471598882
20285210000,144.8792646514,-37.8364816295
20285220000,144.8802766791,-37.8291134451
20285230000,144.8839669005,-37.8285430260
20285240000,144.8832405142,-37.8566082840
20285250000,144.8892633829,-37.8649488846
20285260000,144.8759626736,-37.8388582841
20285270000,144.8743865259,-37.8345241560
20285280000,144.8737123960,-37.8276794487
20294801000,144.9630206064,-37.6701992274
20294810000,144.9390196479,-37.6713781174
20294821000,144.9658041503,-37.6553416959
20294822000,144.9663198253,-37.6598378916
20294830000,144.9189040227,-37.6454449276
20294840000,144.9201322988,-37.6455262931
20294850000,144.9139607062,-37.6553824427
20294860000,144.9080278383,-37.6798479604
20286260000,144.8851296979,-37.8607463615
20286271000,144.8869465928,-37.8611468183
20285521000,144.9069376770,-37.8629576624
20294931000,144.9442933502,-37.6643812982
20294932000,144.9423537253,-37.6596077133
20294941000,144.9400790961,-37.6556211749
20294942000,144.9418696430,-37.6555806088
20294950000,144.9479188125,-37.6707731844
20294960000,144.8865797108,-37.6907813623
20294970000,144.8889119546,-37.6947568553
20294980000,144.8929115005,-37.6880323120
20294990000,144.8964496651,-37.6972814884
20295000000,144.9024684696,-37.6785812591
20295010000,144.9085880277,-37.6820736287
20295020000,144.9143711668,-37.6852801494
20295031000,144.9177332630,-37.6824992084
20295033000,144.9156779320,-37.6790194514
20295034000,144.9164068066,-37.6838283774
20295040000,144.9162348602,-37.6862093532
20286480000,144.8910411646,-37.8498508479
20286490000,144.8879423010,-37.8489883365
20286510000,144.8910425778,-37.8455925658
20286520000,144.8889887934,-37.8453687635
20286530000,144.8832208021,-37.8505515861
20295200000,144.8832977471,-37.6757154256
20295210000,144.8869442034,-37.6750458755
20312240000,145.0573129609,-37.9605867141
20295130000,144.9131934869,-37.6681295039
20295140000,144.9629190534,-37.6893025456
20295151000,144.9546804189,-37.6799626226
20295152000,144.9563653247,-37.6842144255
20295161000,144.9447006499,-37.6840786933
20295162000,144.9488274441,-37.6862788918
20295171000,144.9335123128,-37.6787560759
20295172000,144.9486894138,-37.6811274793
20295180000,144.8959875462,-37.6762289929
20295190000,144.8751307746,-37.6742261112
20289421000,144.9656667170,-37.6850289146
20289422000,144.9674622568,-37.6815601992
20289430000,144.9496020438,-37.6895314697
20289440000,144.9288500464,-37.6678366387
20289450000,144.9297243271,-37.6728480348
20289460000,144.9321432559,-37.6659741380
20289470000,144.9330119479,-37.6704966521
20289480000,144.9349325689,-37.6677375351
20289490000,144.9365230744,-37.6706160896
20295320000,144.9230393245,-37.6586237051
20295330000,144.9170522958,-37.6403994967
20295340000,144.9157115463,-37.6402033049
20312230000,145.1295405781,-37.9833155377
20295350000,144.9218449631,-37.6469810415
20295360000,144.8842884073,-37.6994086819
20295370000,144.8911018191,-37.7006801673
20295380000,144.9652117663,-37.6795893152
20295390000,144.9667922198,-37.6803636701
20312160000,145.0834930347,-37.9559144276
20312170000,145.0774050620,-37.9643363885
20312180000,145.0594391640,-37.9637020139
20312190000,145.0775653276,-37.9915949323
20312200000,145.0701682810,-37.9917740042
20312210000,145.1008188698,-37.9290402128
20312220000,145.0661963684,-37.9824350339
20312250000,145.0525974841,-37.9850147186
20312260000,145.1287826952,-37.9670321778
20312270000,145.1325305459,-37.9323331854
20312280000,145.1132312612,-37.9283462818
20312290000,145.0600168005,-37.9398943028
20312300000,145.0415796657,-37.9355655407
20312320000,145.0546184780,-37.9564982158
20312330000,145.0545106659,-37.9637796528
20286272000,144.8853374481,-37.8614973032
20286280000,144.9103160041,-37.8679248472
20286290000,144.8887837115,-37.8676278820
20286300000,144.9053555065,-37.8662209570
20286310000,144.9064299131,-37.8643066369
20286320000,144.9071482834,-37.8645463159
20295443000,144.9661590937,-37.6627925744
20295444000,144.9718314522,-37.6672956052
20295445000,144.9711607957,-37.6653428390
20295451000,144.9662019813,-37.6669171849
20295452000,144.9686825629,-37.6675262224
20295460000,144.8927599802,-37.6759250012
20295470000,144.8705834395,-37.6876789268
20295490000,144.8844454169,-37.7064491428
20295500000,144.8788320091,-37.6970258881
20295510000,144.8771973152,-37.6945421110
20295520000,144.8784529671,-37.6959251090
20295530000,144.9244208128,-37.6919407001
20295550000,144.8803763477,-37.7049396813
20295560000,144.8820855222,-37.7072726033
20295570000,144.9144938914,-37.6474830140
20308992000,145.1016394746,-38.0093568247
20295580000,144.9126609528,-37.6474093626
20295590000,144.9119864094,-37.6500839974
20302270000,144.7178657628,-37.5787178770
20302280000,144.7203607962,-37.5762180149
20302290000,144.7588540372,-37.5802872740
20286540000,144.8834927176,-37.8426516820
20286550000,144.8905041056,-37.8397443060
20286561000,144.8919998558,-37.8341084814
20295650000,144.8928813114,-37.6909997571
20295670000,144.8890829049,-37.6815649930
20295680000,144.8883725498,-37.6825942365
20295690000,144.9266467411,-37.6925324007
20312550000,145.0906802320,-37.9813133987
20295700000,144.9175770228,-37.6453249487
20295710000,144.9145891708,-37.6487215232
20295720000,144.8729506359,-37.6794379875
20295730000,144.8743989275,-37.6807845253
20295740000,144.9149324940,-37.6762656180
20295750000,144.9115563467,-37.6770227027
20295760000,144.9179638637,-37.6876975707
20295770000,144.9336835183,-37.6754810031
20295780000,144.9372406527,-37.6662741293
20293440000,144.9301280150,-37.6628748499
20293460000,144.9356462571,-37.6637455009
20301130000,144.7291984438,-37.5835969845
20293470000,144.9375595843,-37.6574029346
20293480000,144.9594803952,-37.6764737992
20293490000,144.9623729751,-37.6781604379
20293500000,144.9632962386,-37.6749474252
20295861000,144.8769117150,-37.6873262660
20295862000,144.8740520440,-37.6884282612
20295870000,144.8849372138,-37.6953675247
20295880000,144.8866268708,-37.6971650015
20295890000,144.8874368136,-37.6863786244
20295900000,144.8900595368,-37.6869139038
20295911000,144.9266479609,-37.6900555376
20295912000,144.9268049389,-37.6893121487
20295920000,144.8830332610,-37.6924529633
20295931000,144.8697486624,-37.6761387713
20295932000,144.8693652142,-37.6865526215
20312520000,145.0844136595,-37.9753970808
20295933000,144.8667285246,-37.6791576587
20295941000,144.8722087331,-37.6844466805
